Date,AAL,AAPL,AMZN,AT&T,BAC,BBD,BCS,EVA,Ford,GOOGL,INND,INTC,MARA,META,MSFT,NVDA,RIG,Samsung Electronics Co,SWN,TSLA
2018-01-31,0.02509909665425414,-0.0396904100574087,0.22025049410854391,-0.011168150398393584,0.07023417445515756,0.19653235777422484,0.03082498365495079,0.03243242138304803,-0.11215243950970144,0.10157379102559116,0.16666666666666674,0.02753472067991014,-0.25694448744534215,0.030151052309939752,0.10541024130319787,0.23300738524516706,-0.013711151736745975,,-0.2825719120135364,0.10538789783247138
2018-02-28,0.008803329866705845,0.06595667589642695,0.08809349640287767,-0.0730340135412696,-0.012307526816176417,-0.037407784361793484,0.03433121462858146,-0.0416791857181712,-0.028388575896123425,-0.06573344382880075,0.042735042735042805,0.04143567393414016,-0.2736156351791531,-0.07649277418458278,-0.0005254627570814296,0.006862484195407026,-0.17332123411978229,,-0.15402843601895733,-0.01772366525015978
2018-03-31,-0.02842175368207911,-0.041256947087988105,-0.0308748732013141,-0.009722324276474015,-0.04733167236067837,-0.0020156569790370504,0.021607553578237404,0.030075196814061567,0.07677311127163855,-0.031985912972127495,0.08196721311475419,0.08862875931593339,-0.4666666666666667,-0.09179266474929071,-0.017016820535269872,-0.00266958716927701,0.05769230769230771,,0.1671159029649596,-0.19581175777354742
2018-04-30,-0.13760541441193375,-0.008519356152035362,0.1415024828969973,-0.05073899723305164,0.020812353045561283,-0.0822232689174397,-0.011986063870048969,0.01660530664476778,0.04887709283549091,0.005875829407426814,-0.35546875,0.05519196133462834,0.5877192982456143,0.10689237311331579,0.056484327168280446,0.017417147678621347,0.28452751817237787,,0.0,0.16405244985429834
2018-05-31,0.0064995937916247915,0.1093469639989566,0.029931920543171397,-0.006761221189952371,-0.026422153616957655,-0.1893714877509568,-0.06397909045110417,0.10936679612414624,0.025755027892313098,0.05693016047375887,-0.41860465116279066,0.04103871569375617,-0.1366459627329194,0.10307145798541506,0.044930718592520735,0.11097113215736765,0.05153782211138824,,0.12351543942992893,-0.05064685498388144
2018-06-30,-0.13727280604829528,-0.026965864885508783,0.03549100105421732,-0.011087249792339549,-0.04115647556073476,-0.13438529005669886,-0.07897156330200039,-0.0459015676531801,-0.05465428783955817,-0.005118978330471702,-0.5625,-0.12911712088099336,-0.31851851851851853,0.0017011586077615437,-0.021629030113320402,-0.08042842283391949,0.04510108864696738,,0.09958506224066377,0.17521076948840975
2018-07-31,0.030761139317751374,0.01661495940272162,0.037145945087025956,0.013070458242550487,0.09193791955398312,0.1926196954984425,0.03919589301320858,0.017391260552580334,-0.08277983288944624,0.07451997531207688,-0.12643678160919536,-0.04183276324449481,0.1170212765957448,-0.1255573061335996,0.0606941642402945,0.010815819838910334,-0.012279355333844943,,-0.019083969465648942,-0.11021578074204408
2018-08-31,0.06412252169759758,0.13363928455114849,0.11993300845068666,0.0012538023509871543,-0.010240018233682258,-0.15107041893456963,-0.07391427027139719,0.11250436958048082,-0.04242424078788054,-0.0009651531686369896,0.08333333333333326,-0.0017511377285801544,-0.02970297029702973,0.02376933917186852,0.06099242047850373,0.13942261770864683,-0.04495268138801267,,0.12400000000000011,0.0027256681292380236
2018-09-30,0.013735590360433259,-0.01147305855462355,-0.017901358308586746,0.05398582819003095,-0.049376814074975406,0.07110477989158093,-0.05690193638061525,-0.0078001822324471615,-0.02323122128010291,-0.0034920286636154207,0.05691056910569103,-0.013970335275125256,-0.27,-0.039144680696754475,0.02381197776486621,-0.009446660828386966,0.234513274336283,,-0.04307116104868902,-0.08368225185549405
2018-10-31,-0.11436504708609518,-0.036962115477471635,-0.20273308781390387,-0.06577413831973433,-0.07251255128442158,0.3034829083636783,-0.0254987563243928,-0.0668322939847289,0.04308558494609405,-0.09759790654398359,-0.19999999999999996,0.00925714546645473,-0.18055555555555558,-0.06556266134724642,-0.07611791387358124,-0.27139214835746506,-0.21970233876683198,,0.04296875,0.08567756816346273
