Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,5.680000,5.950000,5.620000,5.910000,5.910000,22829800
2018-01-03,5.930000,5.980000,5.800000,5.910000,5.910000,17076500
2018-01-04,5.920000,6.050000,5.790000,5.860000,5.860000,37444600
2018-01-05,5.730000,5.790000,5.580000,5.590000,5.590000,21605700
2018-01-08,5.620000,5.740000,5.490000,5.730000,5.730000,16131000
2018-01-09,5.760000,5.880000,5.690000,5.710000,5.710000,25423800
2018-01-10,5.760000,5.770000,5.400000,5.410000,5.410000,30520300
2018-01-11,5.520000,5.580000,5.440000,5.520000,5.520000,41350500
2018-01-12,5.540000,5.570000,5.370000,5.470000,5.470000,40675000
2018-01-16,5.450000,5.480000,5.210000,5.250000,5.250000,31030800
2018-01-17,5.280000,5.430000,5.260000,5.410000,5.410000,32994800
2018-01-18,5.370000,5.400000,5.220000,5.230000,5.230000,22030700
2018-01-19,5.220000,5.260000,5.070000,5.140000,5.140000,21600700
2018-01-22,5.200000,5.310000,5.180000,5.310000,5.310000,19204200
2018-01-23,5.400000,5.560000,5.370000,5.540000,5.540000,30367900
2018-01-24,5.550000,5.590000,5.270000,5.300000,5.300000,36284000
2018-01-25,5.360000,5.370000,5.010000,5.040000,5.040000,42078600
2018-01-26,5.080000,5.120000,4.970000,5.000000,5.000000,35122400
2018-01-29,4.940000,4.950000,4.630000,4.750000,4.750000,43651700
2018-01-30,4.640000,4.740000,4.370000,4.450000,4.450000,46295200
2018-01-31,4.400000,4.430000,4.160000,4.240000,4.240000,36711800
2018-02-01,4.090000,4.280000,4.050000,4.220000,4.220000,31900700
2018-02-02,4.160000,4.210000,4.000000,4.050000,4.050000,26295400
2018-02-05,3.970000,4.140000,3.770000,3.850000,3.850000,32399300
2018-02-06,3.750000,3.990000,3.700000,3.940000,3.940000,30287600
2018-02-07,4.010000,4.010000,3.600000,3.600000,3.600000,24786100
2018-02-08,3.850000,3.970000,3.590000,3.640000,3.640000,55019500
2018-02-09,3.670000,3.750000,3.420000,3.690000,3.690000,43003500
2018-02-12,3.710000,3.760000,3.570000,3.650000,3.650000,22351300
2018-02-13,3.630000,3.720000,3.520000,3.550000,3.550000,17971000
2018-02-14,3.490000,3.790000,3.450000,3.670000,3.670000,31697500
2018-02-15,3.740000,3.770000,3.540000,3.710000,3.710000,29948700
2018-02-16,3.710000,3.750000,3.560000,3.580000,3.580000,15300200
2018-02-20,3.630000,3.820000,3.620000,3.660000,3.660000,17997400
2018-02-21,3.690000,3.730000,3.500000,3.500000,3.500000,17186600
2018-02-22,3.570000,3.880000,3.550000,3.690000,3.690000,29664200
2018-02-23,3.750000,3.830000,3.580000,3.740000,3.740000,24847300
2018-02-26,3.740000,3.800000,3.640000,3.720000,3.720000,13060700
2018-02-27,3.720000,3.850000,3.680000,3.690000,3.690000,18463900
2018-02-28,3.760000,3.780000,3.560000,3.570000,3.570000,16907000
2018-03-01,3.590000,3.720000,3.550000,3.710000,3.710000,23317200
2018-03-02,3.830000,4.480000,3.740000,4.470000,4.470000,51886800
2018-03-05,4.430000,4.640000,4.300000,4.450000,4.450000,33057000
2018-03-06,4.490000,4.540000,4.340000,4.400000,4.400000,22335400
2018-03-07,4.330000,4.400000,4.060000,4.160000,4.160000,24623400
2018-03-08,4.140000,4.270000,4.140000,4.270000,4.270000,21317800
2018-03-09,4.270000,4.390000,4.210000,4.350000,4.350000,18908600
2018-03-12,4.450000,4.570000,4.370000,4.520000,4.520000,28902700
2018-03-13,4.500000,4.590000,4.440000,4.520000,4.520000,19534400
2018-03-14,4.490000,4.500000,4.370000,4.430000,4.430000,13948700
2018-03-15,4.460000,4.510000,4.220000,4.280000,4.280000,21662600
2018-03-16,4.300000,4.500000,4.270000,4.460000,4.460000,22046400
2018-03-19,4.370000,4.450000,4.250000,4.330000,4.330000,16404600
2018-03-20,4.360000,4.430000,4.320000,4.390000,4.390000,14013900
2018-03-21,4.400000,4.560000,4.370000,4.550000,4.550000,15431400
2018-03-22,4.470000,4.530000,4.360000,4.370000,4.370000,10264400
2018-03-23,4.410000,4.590000,4.320000,4.410000,4.410000,15034700
2018-03-26,4.470000,4.500000,4.220000,4.470000,4.470000,18330600
2018-03-27,4.450000,4.450000,4.240000,4.280000,4.280000,17157600
2018-03-28,4.260000,4.330000,4.190000,4.320000,4.320000,12090800
2018-03-29,4.320000,4.430000,4.280000,4.330000,4.330000,18732600
2018-04-02,4.310000,4.320000,4.040000,4.100000,4.100000,14349500
2018-04-03,4.100000,4.240000,4.020000,4.220000,4.220000,13872800
2018-04-04,4.150000,4.290000,4.100000,4.290000,4.290000,16782900
2018-04-05,4.290000,4.430000,4.260000,4.410000,4.410000,12377700
2018-04-06,4.350000,4.410000,4.180000,4.260000,4.260000,11835800
2018-04-09,4.270000,4.370000,4.230000,4.270000,4.270000,8834400
2018-04-10,4.330000,4.480000,4.300000,4.440000,4.440000,14349600
2018-04-11,4.480000,4.580000,4.450000,4.510000,4.510000,11617700
2018-04-12,4.590000,4.590000,4.430000,4.530000,4.530000,8732900
2018-04-13,4.540000,4.570000,4.470000,4.490000,4.490000,11447300
2018-04-16,4.480000,4.530000,4.380000,4.430000,4.430000,10383700
2018-04-17,4.380000,4.520000,4.330000,4.470000,4.470000,15096200
2018-04-18,4.510000,4.670000,4.500000,4.530000,4.530000,15491000
2018-04-19,4.600000,4.640000,4.330000,4.360000,4.360000,18257800
2018-04-20,4.340000,4.350000,4.170000,4.250000,4.250000,21227600
2018-04-23,4.250000,4.290000,4.120000,4.270000,4.270000,13614100
2018-04-24,4.320000,4.430000,4.270000,4.280000,4.280000,18324900
2018-04-25,4.260000,4.470000,4.230000,4.460000,4.460000,15513700
2018-04-26,4.530000,4.550000,4.380000,4.520000,4.520000,19279700
2018-04-27,4.650000,4.660000,4.180000,4.190000,4.190000,28951100
2018-04-30,4.190000,4.200000,4.010000,4.100000,4.100000,20594700
2018-05-01,4.100000,4.210000,4.050000,4.210000,4.210000,12879600
2018-05-02,4.150000,4.290000,4.130000,4.210000,4.210000,10287400
2018-05-03,4.160000,4.240000,3.930000,3.960000,3.960000,22402200
2018-05-04,3.980000,4.100000,3.910000,4.030000,4.030000,24076200
2018-05-07,4.070000,4.220000,4.050000,4.080000,4.080000,21346200
2018-05-08,4.080000,4.160000,3.960000,4.160000,4.160000,14800700
2018-05-09,4.200000,4.420000,4.180000,4.290000,4.290000,19865700
2018-05-10,4.290000,4.390000,4.250000,4.330000,4.330000,11018100
2018-05-11,4.340000,4.360000,4.270000,4.280000,4.280000,7767800
2018-05-14,4.330000,4.480000,4.280000,4.420000,4.420000,11807300
2018-05-15,4.440000,4.530000,4.400000,4.490000,4.490000,12784500
2018-05-16,4.460000,4.630000,4.450000,4.630000,4.630000,12685500
2018-05-17,4.650000,4.740000,4.570000,4.650000,4.650000,19853300
2018-05-18,4.690000,4.750000,4.480000,4.520000,4.520000,14099300
2018-05-21,4.600000,4.740000,4.550000,4.730000,4.730000,14112700
2018-05-22,4.780000,4.930000,4.650000,4.660000,4.660000,22755600
2018-05-23,4.640000,4.680000,4.500000,4.610000,4.610000,14734800
2018-05-24,4.530000,4.660000,4.430000,4.450000,4.450000,14808100
2018-05-25,4.350000,4.460000,4.280000,4.450000,4.450000,11536500
2018-05-29,4.380000,4.530000,4.360000,4.460000,4.460000,10674900
2018-05-30,4.480000,4.740000,4.480000,4.680000,4.680000,15361400
2018-05-31,4.670000,4.790000,4.640000,4.730000,4.730000,14013800
2018-06-01,4.730000,4.910000,4.730000,4.820000,4.820000,13035700
2018-06-04,4.820000,4.920000,4.670000,4.770000,4.770000,16315100
2018-06-05,4.740000,4.780000,4.640000,4.680000,4.680000,11339200
2018-06-06,4.720000,4.790000,4.680000,4.700000,4.700000,9385500
2018-06-07,4.780000,4.920000,4.750000,4.900000,4.900000,14893900
