AAL,AAPL,AMZN,AT&T,BAC,BBD,BCS,DIS,EVA,Ford,GOOGL,INTC,MARA,META,MSFT,NVDA,RIG,Samsung,SWN,TSLA
0.0,0.0,0.0,0.0,0.0,0.0023143795987871506,0.0,0.0,0.22329585120301648,0.0,0.0,0.0,0.0,0.00377650104571726,0.44178821041004024,0.07936217334120099,0.0,0.0,0.0,0.24946288440123782
