AAL,AAPL,AMZN,AT&T,BAC,BBD,BCS,DIS,EVA,Ford,GOOGL,INTC,MARA,META,MSFT,NVDA,RIG,Samsung,SWN,TSLA
0.0,0.0,1.4699157368476848e-06,4.578710007956603e-06,0.0,0.0,7.409785133478515e-08,6.501858554667806e-07,4.4045353491566194e-05,2.717410318863471e-06,0.0,0.0,1.4100226117871795e-06,0.0,0.8896323671762351,0.024013048782084597,0.0,5.702209090185545e-07,0.0010128115211064926,0.08528625660379101
