AAL,AAPL,AMZN,AT&T,BAC,BBD,BCS,DIS,EVA,Ford,GOOGL,INTC,MARA,META,MSFT,NVDA,RIG,Samsung,SWN,TSLA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006251766753972738,0.0,0.0,0.0,0.006336823590131368,0.01576502573596099,0.0,0.41447234418218926,0.2863994315678791,0.0,0.0,0.055586663241364284,0.21518794492850213
