AAL,AAPL,AMZN,AT&T,BAC,BBD,BCS,DIS,EVA,Ford,GOOGL,INTC,MARA,META,MSFT,NVDA,RIG,Samsung,SWN,TSLA
0.0,0.300305449389044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09908365183286796,0.0,0.0,0.0,0.0,0.300305449389044,0.0,0.0,0.0,0.300305449389044
