AAL,AAPL,AMZN,AT&T,BAC,BBD,BCS,EVA,Ford,GOOGL,INND,INTC,MARA,META,MSFT,NVDA,RIG,Samsung,SWN,TSLA
0.009488816975580494,0.07359525048791117,0.0,0.0,0.0,0.015033154217664005,0.0,0.0,0.0,0.0,0.025949576566544032,0.0,0.0,0.0,0.005026661226720864,0.3895237675293783,0.0,0.0,0.0,0.48138277299620125
