AAL,AAPL,AMZN,AT&T,BAC,BBD,BCS,DIS,EVA,Ford,GOOGL,INTC,MARA,META,MSFT,NVDA,RIG,Samsung,SWN,TSLA
0.0,0.1397975632507219,0.0,0.006406547297380326,0.03644965551889646,0.032345669169667586,0.0,0.014572201610280097,0.03448917977948121,0.05305521664999987,0.01807331145023993,0.0,0.0,0.030746284182811345,0.3117905957390195,0.04192782498348577,0.0,0.04678251789078851,0.0,0.2335634324772275
