combination_number,pop_size,gen_count,initial_mutation_rate,alpha,sharpe_ratio,best_portfolio_weights
218,20,200,0.01,0.3,0.21031142604614453,"[0.0, 0.03840862378474066, 0.0, 0.017290816622093932, 0.0, 0.023504489982486467, 0.0, 0.0, 0.2837747247822333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015588313037049795, 0.3471449830564787, 0.0, 0.0, 0.000783525840736061, 0.2735045228941811]"
219,20,200,0.01,0.5,0.2439238706998827,"[0.003371610038566938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003964891840526292, 0.0035242299408834023, 0.02162278681947884, 0.0, 0.0, 0.0, 0.001955606554358916, 0.0, 0.8589341248732009, 0.0, 0.009485954906162343, 0.00330788330572035, 0.0, 0.09740131437757586]"
220,20,200,0.05,0.1,0.24487164929618196,"[0.0, 0.019150075365096247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0346386506262093, 0.0022379087060406693, 0.0009170562933568624, 0.0004656453664270566, 0.001224501105372666, 0.0, 0.729158093202334, 0.07731804743186059, 0.0, 0.0, 0.0016477088637129776, 0.13324231303958958]"
221,20,200,0.05,0.3,0.22995813635474707,"[0.0, 0.023449510542088096, 0.0, 0.0, 0.024735572047030075, 0.0, 0.0, 0.0, 0.0, 0.0016554683240783239, 0.007275363114220741, 0.009422070906596748, 0.0, 0.0, 0.5327643227125851, 0.12437333362747162, 0.0, 0.04183824566559268, 0.010746302708454303, 0.22373981035188228]"
222,20,200,0.05,0.5,0.2373360270082786,"[0.0, 0.1303530572206844, 0.0035158647768604692, 0.007663822841436878, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007482088135864846, 0.0, 0.701407051406028, 0.0, 0.0, 0.0, 0.018377299156063343, 0.13793469578534054]"
223,20,200,0.1,0.1,0.24366554957481076,"[2.2584432730988313e-05, 0.0001235491351288488, 0.0002496963819113628, 0.0006020066840312931, 0.0, 0.0004279528648021008, 0.0, 0.0002146237104520782, 0.007161753505468904, 0.0, 0.0, 8.581765407698591e-05, 0.0, 1.973796337385572e-05, 0.986885760946791, 0.00045061611955090974, 0.0, 0.0, 0.003468234420037674, 0.0002876661816440038]"
224,20,200,0.1,0.3,0.24810931037108677,"[3.0132203854323564e-05, 0.0009391360791051922, 0.0, 0.0012843694800564172, 0.0, 0.0017222971275132196, 0.0009528225534926964, 0.0, 0.0, 0.0, 0.0029909044377873263, 0.00019473639280501086, 0.000576872762595183, 0.0, 0.8978539878171491, 0.0021137070826849793, 0.0, 0.0008442511466108656, 0.0008149399390094461, 0.08968184297733617]"
225,20,200,0.1,0.5,0.21545547365488713,"[0.0, 0.10975745365325387, 0.0, 0.0006293338095240995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10326884865727279, 0.0, 0.0, 0.0, 0.24877912288737242, 0.22463032119285786, 0.0007882237305786046, 0.0, 0.0, 0.3121466960691404]"
226,20,200,0.01,0.1,0.2463764992766726,"[0.0, 0.0010778299653499217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01261712543345684, 0.0, 0.0, 0.002856912435592139, 0.003749073700979313, 0.0, 0.9304495121484336, 0.007735973592631368, 0.0, 0.0010603899969409717, 0.0, 0.04045318272661578]"
227,20,200,0.01,0.3,0.20808331605949287,"[0.0, 0.04868184388984941, 0.0, 0.0, 0.021410612910995077, 0.0, 0.0, 0.0, 0.1422078339261805, 0.0, 0.0, 0.0, 0.00694067680573006, 0.02401634361225442, 0.03133179086917447, 0.48418595449907614, 0.0, 0.0, 0.0, 0.24122494348673987]"
228,20,200,0.01,0.5,0.23793642195030978,"[0.0, 0.008027192742080422, 0.0, 0.0, 0.0, 0.0, 0.008969888299629913, 0.0, 0.0, 0.0011206579333204907, 0.0, 0.0, 0.0, 0.0, 0.7319508124201464, 0.061606310652714, 0.0, 0.0, 0.09777036066000055, 0.09055477729210838]"
229,20,200,0.05,0.1,0.23116443297268094,"[0.0, 0.12714641980328198, 0.0, 0.0, 0.013411054050916405, 0.001754615418235353, 0.025721516742635477, 0.005497513197303996, 0.0, 0.011291104817606949, 0.0019873398510390494, 0.0, 0.0, 0.0, 0.6473833280839523, 0.04448165929508323, 0.0, 0.001544448324462341, 0.0, 0.1197810004154831]"
230,20,200,0.05,0.3,0.2466538856440977,"[0.0, 0.001681157796471277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008524911779471617, 0.0019171608142524448, 0.0065833055575508235, 0.0, 0.004874753039147806, 0.0, 0.8465736625071031, 0.06004455761693149, 1.6048439635553703e-05, 0.0024758472433552025, 0.0, 0.06730859520608083]"
231,20,200,0.05,0.5,0.23110526833215475,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016674653487732432, 0.0, 0.029652542031539043, 0.0, 0.0, 0.0, 0.0, 0.771629313619163, 0.053189851382090474, 0.0226170629445331, 0.0, 0.04805734663504042, 0.0581792298999015]"
232,20,200,0.1,0.1,0.2466623857029082,"[0.0009136967042288941, 0.0, 0.0, 0.009100806835695282, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029844755738282335, 0.0, 0.0, 0.0, 0.7917143707425379, 0.06448028850417634, 0.0, 5.635754888866061e-05, 0.01651732161716221, 0.11423268247348255]"
233,20,200,0.1,0.3,0.24189562039549414,"[0.00025102600980154424, 0.0, 0.009043448332603322, 0.0, 0.0026407438894323837, 0.0, 0.008163249321689324, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.786348279292875, 0.14358255047590304, 0.0, 0.0, 0.009077267766975846, 0.040893434910719555]"
234,20,200,0.1,0.5,0.23126025052234692,"[0.0, 0.0, 0.0, 0.04283956172450377, 0.0, 0.008145439242907815, 0.021705290861814608, 0.0015318877993239959, 0.005700042028488186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5789402896118133, 0.11937409021494971, 0.008785320219853074, 0.0, 0.0, 0.21297807829634557]"
235,20,200,0.01,0.1,0.2431895262985176,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002802257476514867, 0.0, 0.0, 0.0312466434777913, 0.001592342697731311, 0.008082376791131517, 0.0, 0.0, 0.0022480496270520746, 0.8200827465901879, 0.0, 0.0, 0.03210246171941824, 0.023331483951408143, 0.07851163766876451]"
236,20,200,0.01,0.3,0.22598443410658633,"[0.0, 0.011526282890341268, 0.006378446214622353, 0.0014924833201907135, 0.004160017930922965, 0.0, 0.0, 0.035903420861153425, 0.0, 0.0, 0.02213701517734348, 0.0, 0.0, 0.010449107963328805, 0.5786049727393545, 0.12309387517426587, 0.0, 0.060893015948853955, 0.0, 0.14536136177962278]"
237,20,200,0.01,0.5,0.24711623168745236,"[0.0, 0.000883029009704458, 0.006247609480239064, 0.0, 0.001064663924394385, 0.0, 0.0007983733267263376, 0.0, 0.005344283798494332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8425476244119441, 0.02447195656862784, 0.0014293185566723043, 0.001930805570734592, 0.00901487843977926, 0.10626745691268333]"
238,20,200,0.05,0.1,0.23714575033400678,"[0.0, 0.0140536523243155, 0.0, 0.0, 0.019073455038129742, 0.018322919534514575, 0.002053585182385655, 0.0, 0.06110972690509686, 0.0005097840879032953, 0.010552161682957167, 0.0, 0.0, 0.0, 0.6595482659485274, 0.06902354961788139, 0.0, 0.022730386984529113, 0.004808017573451956, 0.11821449512030724]"
239,20,200,0.05,0.3,0.2391526497434198,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1307484944389854, 0.014099839651122254, 0.00951506698341704, 0.0, 0.0, 0.0, 0.6269809988403224, 0.14345238684540296, 0.0, 0.0, 0.0, 0.07520321324074994]"
240,20,200,0.05,0.5,0.2327248806083621,"[0.0, 0.0057471121002825734, 0.0, 0.052115139994396924, 0.0017215167796927587, 0.0, 0.0, 0.009159014413739614, 0.0, 0.0, 0.008746627626008849, 0.0, 0.0, 0.0, 0.5783777420518701, 0.19852214072420032, 0.0, 0.011870071715898305, 0.02875386235402178, 0.10498677223988888]"
241,20,200,0.1,0.1,0.23873364601146077,"[0.0, 0.0, 0.0, 0.0, 0.0025010948142550602, 0.0018929683131956676, 0.0, 0.0, 0.005062393210763322, 0.0, 0.0, 0.0, 0.0, 0.006733418605249323, 0.6595037358753904, 0.09840366487160612, 0.0, 0.03604994312610594, 0.043522645913815106, 0.14633013526961908]"
242,20,200,0.1,0.3,0.22953838042597083,"[0.0, 0.01328561783480647, 0.0, 0.013680462588939379, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002069096840291488, 0.0, 0.0, 0.04356180980961396, 0.00549273543620539, 0.7666466462918636, 0.03396890221418897, 0.0, 0.0, 0.05529356321754569, 0.06600116576654519]"
243,20,200,0.1,0.5,0.23259415697853772,"[0.0, 0.022990780003995025, 0.0, 0.04226196789408929, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014278911460656846, 0.0, 0.018939670313786943, 0.8550585425288857, 0.0, 0.0, 0.0, 0.0, 0.04647012779858618]"
244,50,50,0.01,0.1,0.23019772050054216,"[0.0, 0.00944129151531044, 0.003777282295735448, 0.024246078559864354, 0.0, 0.0, 0.0, 0.02186675864666066, 0.0, 0.0, 0.0, 0.0013280807337157433, 0.0, 0.0, 0.7601895844229165, 0.08003010303682653, 0.030960995134856815, 0.01048594203715473, 0.0, 0.05767388361695874]"
245,50,50,0.01,0.3,0.24084818038452882,"[0.0, 0.0, 0.006795082209529187, 0.0022552090517978583, 0.0, 0.0, 0.0, 8.540226497274677e-05, 0.0, 0.0, 0.00022982208322693413, 0.0, 0.0008827938888111885, 0.001679362275416335, 0.8875808077945078, 0.08937942652484811, 0.0004880419302247097, 0.00936177736403044, 0.0012622746126346846, 0.0]"
246,50,50,0.01,0.5,0.20989851796616782,"[0.0008290146521588705, 0.0, 0.01056631682542987, 0.0, 0.0024141067317500833, 0.0, 0.02056563771799219, 0.0029349467889198968, 0.23046195726408475, 0.0017216180523439246, 0.0, 0.00012582043891210117, 0.0, 0.0, 0.009326245220641663, 0.3850246926437501, 0.004115778318967889, 0.02066932594357818, 0.000790829760260415, 0.31045370964121]"
247,50,50,0.05,0.1,0.2318788662956406,"[0.0, 0.0, 0.005694829874352023, 0.0, 0.0, 0.0, 0.012127738599749027, 0.0, 0.05308044221275824, 0.011772180584662456, 0.0, 0.006792729043579171, 0.008554210889203688, 0.00321833714595955, 0.7363537751257065, 0.14029311137163905, 0.007015983621707204, 0.0, 0.005205776283353501, 0.009890885247329572]"
248,50,50,0.05,0.3,0.24134051423701233,"[0.0034801003529000545, 0.0, 0.01116883792584739, 0.0012069249031556343, 0.006422674008325953, 0.0, 0.003019273987357644, 0.0, 0.0, 0.0, 0.0, 0.002516482439406508, 0.0, 0.0, 0.9009824971604575, 0.024114587814092203, 0.0, 0.01403551336853469, 0.0, 0.03305310803992245]"
249,50,50,0.05,0.5,0.23644842374342426,"[0.0032534380643284956, 0.0, 0.015624777216217498, 0.0, 0.0009708186417506471, 0.00127277079004363, 0.0009803929461699012, 0.0, 0.0011967053259233956, 0.0, 0.0004257476621948834, 0.009189414160688528, 0.003956738386514659, 0.0, 0.8940096547450983, 0.03433971703420955, 0.00018146979574450004, 0.0, 0.034147790547077395, 0.0004505646840386485]"
250,50,50,0.1,0.1,0.20066777704029945,"[0.03816574522419565, 0.0, 0.0, 0.13932988222855344, 0.010887216656618714, 0.0, 0.0, 0.0, 0.0, 0.008587543938415555, 0.0, 0.0, 0.0, 0.0, 0.08937079940459765, 0.43214830639044566, 0.0, 0.0, 0.0, 0.2815105061571733]"
251,50,50,0.1,0.3,0.24327531668072422,"[0.0026425128514222644, 0.0, 0.012789398067001764, 0.0007463821831659966, 0.0, 0.0017756709399208153, 0.0, 0.0, 0.0013943923582985874, 0.0015581960671821773, 0.0044571016550743435, 0.0, 0.001691684535930748, 0.002351375053525881, 0.8672031395599488, 0.013065498418538903, 0.0, 0.0, 0.026262024118273025, 0.06406262419171659]"
252,50,50,0.1,0.5,0.23752422294624584,"[0.003561812770650275, 0.0, 0.0, 0.0, 0.007418618252209047, 0.0, 0.002312654191496622, 0.006281899651482764, 0.0, 0.006052713641194506, 0.0012660116068924322, 0.0006772990521655976, 0.0, 0.005988954469453637, 0.7375437298174813, 0.16311343444763085, 0.00025325170970669453, 0.0, 0.016822800138112035, 0.048706820251524306]"
253,50,50,0.01,0.1,0.2288664545881057,"[0.0, 0.12933869538868661, 0.0, 0.0, 0.0002838811974693925, 0.0, 0.005812415756607629, 0.0011579510213000032, 0.0029334133437951522, 0.024100465793909717, 0.024638335800960157, 0.009726469408174246, 0.0, 0.0031998354886916135, 0.6276933350214752, 0.03709893910985911, 0.0014914194257807803, 0.0, 0.0, 0.13252484324329034]"
254,50,50,0.01,0.3,0.2385389292334343,"[0.0006772163140372179, 0.0364106493222322, 0.0, 0.0, 0.0, 0.033341258590595405, 0.0, 0.0009336230640605513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004969379873874484, 0.852512811786064, 0.004521062414831144, 0.00643786487155744, 0.0, 0.016699940886724413, 0.0479686347625102]"
255,50,50,0.01,0.5,0.23538588066559105,"[0.0, 0.0, 0.0, 0.0, 0.010330134478436117, 0.0, 0.0, 0.0, 0.0007907773630068017, 0.01818951084473917, 0.0, 0.006467789815385683, 0.0, 0.0, 0.684768484913872, 0.10135519414977878, 0.0, 0.0753789821229225, 0.017500842615251463, 0.08521828369660751]"
256,50,50,0.05,0.1,0.22921937078415708,"[0.0, 0.0, 0.0, 0.009745532004615958, 0.0, 0.0, 0.0, 0.0, 0.017196908383982627, 0.001230586168497676, 0.03836493693990574, 0.0, 0.0, 0.0, 0.4503002374232816, 0.20471083045905802, 0.0, 0.03692452120714902, 0.0, 0.24152644741350937]"
257,50,50,0.05,0.3,0.22743986411338832,"[0.0, 0.0, 0.007665306159057112, 0.01081004554673631, 0.0015576357732079331, 0.0, 0.02310004902082901, 0.0, 0.0811082249255393, 0.0, 0.02781214593135861, 0.0, 0.011825081565134251, 0.0015892073762712906, 0.4486772038319531, 0.2415240134163361, 0.0, 0.0, 0.0, 0.14433108645357692]"
258,50,50,0.05,0.5,0.2121823737833905,"[0.0, 0.0, 0.0015162513697662369, 0.019177678833567635, 0.007378844850761885, 0.0041668536657525216, 0.0, 0.021893679083755155, 0.0, 0.009863346573598936, 0.014950393609479652, 0.0, 0.0022619275697600963, 0.0, 0.12041112377190993, 0.43905159645015923, 0.0, 0.0, 0.0, 0.3593283042214889]"
259,50,50,0.1,0.1,0.23817157882946757,"[0.008668821347408096, 0.0, 0.0005564494744791593, 0.0, 0.0, 0.0, 0.0, 0.00015008436026466262, 0.0, 0.0, 0.0, 0.003059780922725592, 0.002791145494976174, 0.0, 0.78356315590983, 0.17495759949415626, 0.0, 0.0, 0.004642527794962674, 0.021610435201197396]"
260,50,50,0.1,0.3,0.2448615822928514,"[0.0001540187224216615, 0.0, 0.0020662846599828907, 0.002168383486823087, 0.0, 0.0032979151998411517, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9331898824781288, 0.0, 0.0, 0.0, 0.03464289985735031, 0.02448061559545211]"
261,50,50,0.1,0.5,0.22767761196519604,"[0.0, 0.18225602167072, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006344167187986859, 0.08657577587642479, 0.0032351410731677635, 0.0006466357531123244, 0.0, 0.0, 0.0, 0.6345001930537754, 0.04698050646009392, 0.01111842245127991, 0.0, 0.010146622799013674, 0.018196513674425423]"
262,50,50,0.01,0.1,0.21774208448068064,"[0.0, 0.012458089361686162, 0.027568619568717055, 0.0, 0.04231582199861156, 0.0, 0.01309856658207442, 0.006933147508206, 0.0, 0.0, 0.0, 0.0, 0.004460420306236381, 0.0, 0.5989375024500629, 0.26490411780559153, 0.008310257239926311, 0.005102012057087327, 0.015911445121800254, 0.0]"
263,50,50,0.01,0.3,0.23476421454145663,"[0.0, 0.03148033581153161, 0.0, 0.042899964301459634, 0.0, 0.0, 0.0, 0.004480241755182367, 0.0, 0.0, 0.0, 0.0, 0.015491988432478858, 0.010069338275581987, 0.6883982991236905, 0.07982969964244135, 0.0, 0.0013336182682124422, 0.0011439652377346864, 0.12487254915168658]"
264,50,50,0.01,0.5,0.23328432882298034,"[0.007007188636765442, 0.051731974968560177, 0.0, 0.0, 0.0, 0.03958857247837173, 0.0, 0.0, 0.07025052361827373, 0.0, 0.005073668340681348, 0.0, 0.0, 0.0, 0.786958595079329, 0.0073702240559756806, 0.0, 0.00221435789273334, 0.0, 0.029804894929309645]"
265,50,50,0.05,0.1,0.2331174019253081,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02196328576707809, 0.0, 0.0511698958516404, 0.0, 0.0041101628256243585, 0.0, 0.02869351716983719, 0.0, 0.8171890318416536, 0.0678838169758788, 0.0, 0.0, 0.008990289568287586, 0.0]"
266,50,50,0.05,0.3,0.24356549988201315,"[0.0, 0.0033061445062557114, 0.0022211070427278425, 0.018599897772123907, 0.006684316238754944, 0.0, 0.0, 0.006976124399614476, 0.005044857848965191, 0.0, 0.0, 0.0, 0.0, 0.002263665329096573, 0.862125879953506, 0.0, 0.0, 0.0, 0.003037159689883694, 0.08974084721907181]"
267,50,50,0.05,0.5,0.23879252975193427,"[0.0, 0.0011595628542553492, 0.0, 0.004761301810398541, 0.016503314066645167, 0.00032323139137177705, 0.007897682127884584, 0.009183849799392619, 0.0007772833171264836, 0.0, 0.0022233075043486075, 0.0016759800984658775, 0.0, 0.010261084876508033, 0.8005415904407692, 0.042624596099230125, 0.0, 0.011414785534591422, 0.003661644461715795, 0.08699078561729663]"
268,50,50,0.1,0.1,0.2232038897649019,"[0.0, 0.0, 0.008977746276230611, 0.04974071521758723, 0.0, 0.03921579910774269, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04525065294206162, 0.0, 0.0, 0.6378896157985497, 0.12033311823715191, 0.0, 0.0, 0.0, 0.09859235242067613]"
269,50,50,0.1,0.3,0.23816672370048572,"[0.0, 0.005843466536830067, 0.0, 0.0, 0.027152351185894794, 0.0, 0.0, 0.0, 0.11206030045636171, 5.4486513716415964e-05, 0.0, 0.001664803913084467, 0.0, 0.0, 0.8532245913941126, 0.0, 0.0, 0.0, 0.0, 0.0]"
270,50,50,0.1,0.5,0.24248783407255017,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.005951862031537229, 0.0007272179916524114, 0.00122397847332608, 0.0, 0.006158646961860209, 0.014827656475022365, 0.0036623928386419107, 0.00016766699676496713, 0.0002960007386886687, 0.8138738609047289, 0.0017245463788733897, 0.0, 0.006871593263049243, 0.0, 0.14451457694585454]"
271,50,50,0.01,0.1,0.23871649066385636,"[0.00443063057036644, 0.0007705089314619561, 0.00025068420724585106, 0.0056404718357521665, 0.0, 0.016733480083783104, 9.757889378130708e-05, 0.0004998414996067205, 0.1072020489483422, 5.948901790547973e-07, 0.005518235887844974, 0.005103000904041097, 0.00044291282163045996, 0.0, 0.7786826862623253, 0.008568596391578738, 0.0021607867744395017, 0.0, 0.0024092216052373915, 0.06148871949238369]"
272,50,50,0.01,0.3,0.24642067845218127,"[0.0, 0.0004424482253877646, 0.0, 0.0, 0.0017471829329464383, 0.0, 0.002594904855473834, 0.0006356569209119299, 0.0059086752414729, 0.005461514109234492, 0.0, 0.0, 0.0030049754753022216, 0.00048064426037189924, 0.8226132196977581, 0.039718692512231604, 0.0, 0.0006784526889525905, 0.0, 0.11671363307995646]"
273,50,50,0.01,0.5,0.24396595539390353,"[0.0033553374501864076, 0.004951871929333626, 0.00010350094905115535, 0.0032391459573555843, 0.0, 0.0, 0.002808873523974638, 0.0, 0.0072420571036754125, 0.0014546250517378737, 0.0031926902455668197, 0.0, 0.0009356426579090926, 0.0, 0.8311810813036213, 0.0, 0.0013418905576584564, 0.0, 0.04107601717050994, 0.0991172660994195]"
274,50,50,0.05,0.1,0.2404085488057095,"[0.009164624248181898, 0.004933163863169957, 0.0, 0.0, 0.0022512735308649018, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010667909715277188, 0.008098980635055954, 0.0013297934277790035, 0.0, 0.8305089705675637, 0.0, 0.0, 0.020186968927655136, 0.0017087044976563453, 0.11114961058679587]"
275,50,50,0.05,0.3,0.24556705331065104,"[0.0016101467605403427, 0.0, 0.0002420700686119001, 0.007877931250575858, 0.001760499059149431, 0.0, 0.0, 0.00036900488671994517, 0.03228142137459184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7881469986834366, 0.043458809092259305, 0.003340999847279604, 0.0, 0.0, 0.12091211897683517]"
276,50,50,0.05,0.5,0.21277820329672661,"[0.00033821091160421445, 0.0, 0.006562685690678017, 0.00026023007480650476, 0.0, 0.0004916798919052695, 0.0, 0.0, 0.06529766275340415, 0.0, 0.0012134932061843803, 0.001949577907211462, 0.0, 3.3869108777871584e-06, 0.030130498978626255, 0.5245202877188545, 2.1806417462336703e-05, 0.011410411200839563, 0.0, 0.3578000683375457]"
277,50,50,0.1,0.1,0.23600360410032759,"[0.0, 0.0, 0.0, 0.0042096581413903576, 0.01045602227537022, 0.0009424762967529634, 0.004237425205948893, 0.0, 0.009999586931758658, 0.0, 0.0, 0.0, 0.008984247160761575, 0.0002736374434182865, 0.9113909107002571, 0.016986161151992266, 0.019817000752334033, 0.0, 0.0, 0.012702873940015354]"
278,50,50,0.1,0.3,0.23676192285888728,"[0.003731388935453231, 0.0037202130046320634, 0.0, 0.0014742292179918748, 0.0028416372826375537, 0.002077306336593346, 0.0, 0.0, 0.0028097364717303507, 0.0, 0.00019906588283423053, 0.009554357962259754, 0.002977594906176706, 0.0, 0.7816282701832806, 0.13327223216606468, 0.0, 0.03350666959598879, 0.0, 0.022207298054356797]"
279,50,50,0.1,0.5,0.24457522556479977,"[0.0, 0.003803745037868916, 0.012893489212881531, 0.0, 0.0, 0.0, 0.0, 0.0005285203609248591, 0.02154636489481308, 0.0031532312438892966, 0.0036228269264984157, 0.001136901577574306, 0.0, 0.0002681249783056683, 0.8898254599051785, 0.006784899384752256, 0.0005564690734890456, 0.00012605841844273287, 0.0, 0.05575390898538144]"
280,50,50,0.01,0.1,0.2239848721991286,"[0.00036236546269165703, 0.05467294663456043, 0.0, 0.001319874524614963, 0.012223506990154306, 0.0, 0.004486867081742933, 0.0, 0.025592256087692725, 0.048665127377072764, 0.00032484712814510706, 0.0004607147645300102, 0.004685025497789823, 0.0036337584530746615, 0.6628818772664572, 0.004519384849405709, 0.014187441108094381, 0.024204276745523813, 0.033725176145072346, 0.10405455388337709]"
281,50,50,0.01,0.3,0.2257278406757762,"[0.01831744658591038, 0.04348201148138811, 0.014947519636545748, 0.029309112268336417, 0.017538318962317525, 0.0, 0.0, 0.0, 0.09722001000431005, 0.0023185275380989854, 0.0, 0.0, 0.0, 0.0, 0.7195807551118413, 0.0, 0.0, 0.020393486201168164, 0.0, 0.03689281221008321]"
282,50,50,0.01,0.5,0.24121948745637586,"[0.0, 0.026547554037247765, 0.0, 0.009121708823702836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0128896178411631, 0.0, 0.0, 0.0, 0.0008037466916691846, 0.7241251706595807, 0.06173441403906285, 0.0037399683357913875, 0.0018006230291809815, 0.0, 0.1592371965426012]"
283,50,50,0.05,0.1,0.243820003697738,"[0.0, 0.0, 0.0, 0.006040943579014546, 0.0008773098710402372, 0.0, 0.0, 0.00330317668289006, 0.026782692701111045, 0.0, 0.0, 0.0, 0.005037863865919472, 0.0, 0.7096346405212658, 0.11152434672484114, 0.0, 0.0, 0.006144366516408637, 0.13065465953750896]"
284,50,50,0.05,0.3,0.24217077280338534,"[0.0, 0.0008161307039455072, 0.0009124566384638651, 0.0, 0.0, 0.014702414594591892, 0.0, 0.0, 0.0, 0.0, 0.027194681007077687, 0.0, 0.0, 0.0003550822625869098, 0.8419648847330921, 0.007631608310961661, 0.006915383528116583, 0.0, 0.0, 0.09950735822116391]"
285,50,50,0.05,0.5,0.22785436879456022,"[0.0, 0.0, 0.0, 0.0009133261160122169, 0.01247178881790343, 0.05131736211632281, 0.0, 0.006238493011237077, 0.0, 0.009921430295137925, 0.0, 0.0, 0.0, 0.0046077077688330605, 0.9145298918745535, 0.0, 0.0, 0.0, 0.0, 0.0]"
286,50,50,0.1,0.1,0.24125585195848706,"[0.0, 0.0, 0.006094790433718886, 0.0, 0.006630691642766598, 0.016599630868401962, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0035819459206469346, 0.0, 0.9334292091831182, 0.0, 0.0, 0.007149459123289587, 0.0, 0.026514272828057805]"
287,50,50,0.1,0.3,0.2436418060665512,"[0.0, 0.011074989228338983, 0.0, 0.0020740288770099485, 0.0, 0.0, 0.007417058341683709, 0.003946097813690236, 0.027001881955591694, 0.0, 0.0, 0.002738506991762707, 0.0, 0.0011480777916315552, 0.7911770912572631, 0.019732336154297987, 8.864788427555563e-05, 0.007801195108064122, 0.0021106948668580708, 0.12368939372953226]"
288,50,50,0.1,0.5,0.24232685441714047,"[0.0, 0.0, 0.0, 0.0010648469794772724, 0.0, 0.00392079528762143, 0.005928505055915084, 0.0, 0.0019681354610848975, 0.000774969039070063, 0.0, 0.0, 0.007001010888139195, 0.00039770489080308855, 0.9383075039840612, 0.002838794844650963, 0.003654666404458845, 0.0029744929865364402, 0.009318869849568208, 0.021849704328613342]"
289,50,50,0.01,0.1,0.2343497327574949,"[0.0, 0.0, 0.0, 0.0031868542649954286, 0.0, 0.002243380423024378, 0.03256150860058455, 0.005089743384566915, 0.1522306458870452, 0.00016405170582729938, 0.0, 0.0, 0.0, 0.001892061098929648, 0.6533282004297206, 0.001440252563419621, 0.0, 0.0, 0.0, 0.14786330164188646]"
290,50,50,0.01,0.3,0.22616812515416204,"[0.0017496311825250697, 0.0, 0.0003284842235331878, 0.013406048054104716, 0.012815140199921402, 0.0, 0.0843551733891884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007497452668254101, 0.0, 0.7683516722338735, 0.0, 0.0, 0.0, 0.037248487297823825, 0.07424791075077589]"
291,50,50,0.01,0.5,0.21424958026109414,"[0.0, 0.004171304409302982, 0.0, 0.02130134101247676, 0.05565017486166058, 0.0, 0.0023793907814708896, 0.00488996909784376, 0.11970289223380805, 0.026568266930015808, 0.0, 0.015755711539841975, 0.0061625516644791475, 0.0, 0.3104420428805585, 0.1767834603061508, 0.0, 0.031535241377702375, 0.0, 0.22465765290468848]"
292,50,50,0.05,0.1,0.21965207970798178,"[0.0, 0.03852092391380961, 0.0, 0.005558807624555997, 0.0, 0.0, 0.0, 0.0, 0.014684787761478139, 0.029323948716992877, 0.0010706514517635699, 0.0, 0.0, 0.0, 0.7264717653693146, 0.0, 0.0, 0.17231199532661687, 0.0, 0.012057119835468293]"
293,50,50,0.05,0.3,0.24288724198545977,"[0.007908731158010683, 0.0, 0.0, 0.0, 0.0003295142732464258, 0.0, 0.0, 0.0, 0.0, 0.01549128147401304, 0.0, 0.0, 0.0, 0.0010811909903832109, 0.8046535329429698, 0.05329902047262724, 0.0015030047348100126, 0.0, 0.019279142100451556, 0.09645458185348804]"
294,50,50,0.05,0.5,0.2340725652087365,"[0.0, 0.014605582619879938, 0.0, 0.012193030061165639, 0.0, 0.014992916376027806, 0.0, 0.005759988939327405, 0.19415435253271005, 0.0024690586035542327, 0.006851545462975078, 0.0, 0.003142895766972299, 0.00027587615493546874, 0.6974519121179396, 0.0028473483432527916, 0.0, 0.0, 0.0, 0.04525549302125985]"
