combination_number,pop_size,gen_count,initial_mutation_rate,alpha,sharpe_ratio,best_portfolio_weights
382,50,100,0.05,0.1,0.24825854037898157,"[2.793649961790768e-06, 0.0002185815709850123, 0.0, 0.0, 0.00011393022510044558, 0.00037530541658243715, 0.0001947113325428405, 0.0009150750067202642, 0.002381435536911986, 0.0, 0.004268569361002642, 0.0, 0.0004907384026463804, 6.317273964919778e-05, 0.8966800183705073, 0.012229926517526317, 0.0001166912097037833, 0.001221871994693948, 0.0006927615598022767, 0.08003441710566338]"
383,50,100,0.05,0.3,0.24814115994446462,"[0.0, 0.0, 0.0010024995240773683, 0.0067388288701839775, 0.00048417714261355434, 3.111090465404444e-05, 0.0, 0.0, 0.00016029867968709197, 0.0, 0.00040179888497397396, 0.0, 0.00013054784252953446, 0.0002616868327566893, 0.8842914982433715, 0.026834944989179176, 0.0, 5.6469153206534194e-05, 0.006624139804631624, 0.07298199912813487]"
384,50,100,0.05,0.5,0.24877700209063855,"[8.905025112640741e-05, 0.0, 0.00012863742554053266, 0.0, 0.000389221801640293, 0.0, 0.0, 0.0, 0.0015908082275030405, 0.0, 0.0002272755975128826, 0.0, 0.00018708786435050855, 0.00014575764525295035, 0.9080787240489929, 0.013266640954021044, 0.0007119530442609054, 0.0006584986473597033, 0.0, 0.07452634449243885]"
385,50,100,0.1,0.1,0.24855564258812382,"[0.0, 0.0002638557323435796, 0.0, 0.0003937600398619541, 0.0, 0.0006211960530070653, 0.0, 0.00020548709856706076, 0.0010128902770482815, 0.0, 0.0015528117485101207, 2.266389407225246e-06, 0.0011077970569402463, 0.0, 0.887968799146834, 0.018895376330482872, 0.0009116517489664698, 0.0, 0.0032617479914599356, 0.08380236038657102]"
386,50,100,0.1,0.3,0.24887809537380876,"[0.0, 0.0, 0.00046426018979914925, 0.00010760695543494176, 0.0, 0.0, 0.0, 0.0001376025062427791, 8.084056609365709e-05, 0.0005731787983723419, 0.0002718421555309275, 8.928434888362434e-05, 0.0005999035185189672, 0.0, 0.8833605267704321, 0.02014191927617504, 9.455913514810277e-05, 0.0, 0.008995295417322281, 0.08508318036204601]"
387,50,100,0.1,0.5,0.24754559917663538,"[0.0004049076714916638, 0.000561940486549816, 0.0, 0.0, 0.0018059042772185262, 0.0027850458510622015, 0.0013066454734906136, 0.0, 0.0010031964889189828, 0.0, 0.0005765116143278423, 0.0, 0.0, 0.0, 0.9152887242189917, 0.00018641624113039537, 2.6713014231604542e-05, 0.0, 0.016378908379837787, 0.059675086282748646]"
388,50,100,0.01,0.1,0.24866282302044304,"[4.05450059785943e-06, 0.00026303526833193025, 0.0001475981407749987, 3.404971378303497e-05, 0.0006977736634258487, 0.0006819785766432428, 0.0004177438103159948, 0.0, 0.0001362148653821352, 0.0007583901328853126, 0.0, 0.0, 0.0, 0.00013295016569825842, 0.9120869264702133, 0.0007775719115648267, 0.0, 0.0009223104210433243, 0.001489997425127471, 0.08144940493421235]"
389,50,100,0.01,0.3,0.21185010451657593,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14948621830888068, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5411107980275761, 0.0076179319418399945, 0.0, 0.012823234122277004, 0.2889618175994263]"
390,50,100,0.01,0.5,0.24869401212909423,"[0.00011700224306525982, 0.0, 8.854082314006697e-05, 8.940546443369684e-05, 2.722844134816702e-05, 0.0001772014062938958, 0.0, 0.0001189553725343593, 0.008759403995549721, 9.484633859507893e-05, 1.6175062378025248e-05, 0.00045213357625307213, 0.0, 0.0006558295251341105, 0.8803994736483128, 0.03136967131331968, 0.0, 0.0, 0.0001761726038366216, 0.0774579601858054]"
391,50,100,0.05,0.1,0.23917371476224583,"[0.0, 0.0448464237266398, 0.0, 0.0, 0.02306643372251726, 0.0073743982481142105, 0.0, 0.0038165093392152844, 0.002339831982248268, 0.0, 0.0, 0.0, 0.0, 0.0060224836623895385, 0.7833575029439395, 0.02317345539495639, 0.0, 0.012712969580775009, 0.005963504500326551, 0.08732648689887818]"
392,50,100,0.05,0.3,0.24723819432694658,"[5.976038107213267e-05, 0.0, 0.0, 0.0014130205699900424, 0.0014703588387244284, 0.0, 0.0, 0.0, 0.0, 0.00032584561609309446, 0.0, 0.0, 0.004828568281729451, 0.0, 0.9111040609151947, 0.01414455967312073, 0.0, 0.006170952179395972, 8.451139742133471e-05, 0.06039836214725807]"
393,50,100,0.05,0.5,0.2483256005112996,"[0.0, 0.0003350643826797759, 0.0, 0.0016330496316135621, 0.0, 7.130153359794007e-05, 0.0011532539221000685, 0.0011165908852436852, 0.0, 0.0, 0.000359711134171282, 0.0, 0.0007014586625625032, 0.00019616234885973564, 0.8643085531155925, 0.035616254117485834, 7.964628622861751e-05, 0.0010889657444739878, 0.007858767366731054, 0.08548122086865936]"
394,50,100,0.1,0.1,0.24755775544404482,"[0.0004044818064651779, 0.0, 0.0, 0.0, 0.0, 0.0013005135024115753, 0.0001551112766868063, 0.00041893795439048025, 0.00762862948729908, 0.0005728627221421499, 0.0, 8.532505504948975e-05, 0.0016151344743615364, 0.0, 0.868630151582631, 0.00033920074260313757, 0.0, 0.004202304063083242, 0.001863697460207562, 0.11278364987266896]"
395,50,100,0.1,0.3,0.24144233080647448,"[0.0006701791171600113, 0.058039891139234606, 0.0035671273571458778, 0.0, 0.0011542007069988947, 0.009657559010529239, 0.0, 0.0, 0.009411017183634502, 0.0, 0.0003258386304439843, 0.0, 0.000892109285890373, 0.0, 0.8553757204533228, 0.007626006075336271, 0.00431864930654894, 0.0, 0.008762074616876139, 0.04019962711687863]"
396,50,100,0.1,0.5,0.24809723120147087,"[0.0, 0.0, 0.00011771943191174398, 0.0006532241824810345, 0.0004206532984532634, 0.0, 0.0, 0.0, 0.005973056393288067, 0.0005029935881028459, 0.0, 0.0007931216721974961, 0.0, 0.00034172483750484196, 0.904523729746707, 0.028044582627744643, 4.756048870066429e-05, 0.0015039987274256866, 0.00037959914665896367, 0.05669803585882419]"
397,50,100,0.01,0.1,0.23602609649959774,"[0.0, 0.02768343509191485, 0.0, 0.0, 0.0, 0.0, 0.015355594504408394, 0.0038816995193457215, 0.0233953849411357, 0.0, 0.0, 0.022912505858192416, 0.0, 0.0, 0.7425168846674414, 0.07325711781615066, 0.0089652111483954, 0.0, 0.0, 0.08203216645301549]"
398,50,100,0.01,0.3,0.24597563214470985,"[0.0, 0.0, 0.0, 0.0, 0.0025373397125869187, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029178499872496155, 0.0, 0.0, 0.8555578097223432, 0.008479931587131442, 0.0, 0.01974023371498969, 0.0293485852214873, 0.08141825005421174]"
399,50,100,0.01,0.5,0.24300516922941226,"[0.0, 0.0, 0.0, 0.0, 0.0006772154631142362, 0.0, 0.0, 0.0, 0.07350928545917625, 0.01665532665868809, 0.0, 0.0, 0.0, 0.0, 0.8655707754987931, 0.01964493647529528, 0.0, 0.0, 0.0, 0.02394246044493296]"
400,50,100,0.05,0.1,0.24508088110597015,"[0.0, 0.0, 0.0, 0.002415238971634771, 0.0013083607284444098, 0.00040675921721997223, 0.0021763852441587864, 0.0, 0.016053136160205504, 0.0047764903655892425, 0.0013708345669817827, 0.0, 0.0, 0.0005814457877485285, 0.7770460148157721, 0.05685247381430248, 0.0040579665285386465, 7.362527490968204e-05, 0.0, 0.13288126852449414]"
401,50,100,0.05,0.3,0.24075232806148636,"[0.0, 0.04852291255480345, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0020852412589908308, 0.018206815719600245, 0.0, 0.0008750789899516019, 0.0, 0.0015709291512891563, 0.001179594531176525, 0.8548216767124743, 0.0720767776663535, 0.00027541261987793744, 0.0, 0.0, 0.0003855607954824406]"
402,50,100,0.05,0.5,0.22224902875215594,"[0.0032847854731236307, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022189665729025927, 0.0, 0.0, 0.00017824930315860128, 0.02047330868582004, 0.01446266636463199, 0.0, 0.023551335311121423, 0.6646087145758053, 0.13609443397567028, 0.0, 0.0, 0.073444878129567, 0.04171196245207601]"
403,50,100,0.1,0.1,0.24826582331378272,"[0.0, 0.0, 0.0, 0.001059550343474011, 0.0, 1.9988619406072906e-05, 0.002569286274719082, 0.0, 0.002343803914137206, 4.895355580419213e-05, 0.0018823935291729277, 0.0, 0.0, 0.0, 0.8720786602298995, 0.03185805326946595, 0.00025993711945695254, 0.0006942617040535603, 0.012829550460954221, 0.07435556097945623]"
404,50,100,0.1,0.3,0.2440714597173608,"[0.0, 0.00749603145306105, 0.0, 0.0, 0.0, 0.0007327183173523016, 0.0, 0.0, 0.004118917109173247, 0.0, 0.0, 0.0, 0.005749384525932858, 0.0, 0.9100394804149355, 0.04133520914435498, 0.0, 0.012998671946477507, 0.0, 0.017529587088712488]"
405,50,100,0.1,0.5,0.24787793238006123,"[0.0, 0.004440241181899945, 4.033589115268907e-05, 0.0, 0.0, 0.0009450369860301753, 0.0007107307354159794, 0.0, 0.0, 0.0039034025295957534, 0.0, 0.00036671342878816, 3.688481878703192e-05, 0.00011351000170881742, 0.8889428165139569, 0.022823127266793496, 0.0, 0.0021286648620382834, 0.004368285109623603, 0.07118025067420916]"
406,50,200,0.01,0.1,0.24902612831991305,"[0.0, 9.142170420137236e-05, 4.8713392033751774e-05, 0.00011838201901969505, 0.0004009257185200336, 8.603561050866187e-05, 5.5553976826876604e-05, 3.093196739716247e-05, 1.1512110508034107e-05, 4.6324738458727224e-05, 5.2479810521964456e-05, 5.832847868225066e-05, 0.00024185116436548714, 0.0, 0.904451166015508, 0.00788315038646908, 0.00023283769715261323, 2.4670055793394115e-06, 0.0025629989756538797, 0.08362491922859297]"
407,50,200,0.01,0.3,0.24808435177224605,"[0.000377499415516085, 0.00030913860670985497, 9.513361165225032e-05, 0.0, 0.0, 0.0005992049198560773, 0.00013791328779230228, 5.8009941945932596e-05, 0.0002032833693748757, 0.002036280792345549, 0.0002591354995120899, 5.329189990690027e-05, 0.0, 0.0002545813307952331, 0.9005277829318052, 0.00014313558802271954, 0.001441233874639819, 5.079249737659052e-05, 0.009808990144633286, 0.08364459228811517]"
408,50,200,0.01,0.5,0.24871231296985008,"[0.0, 0.0014626298216080754, 0.00010741533450516021, 0.001216405182992791, 0.00029825897534115715, 0.00024571904320961236, 1.6923026414860212e-05, 0.00010620336194767802, 0.0005374572329369839, 0.0003847817569468364, 0.0, 0.0002813650130002073, 0.0002280882944975976, 9.674064382948117e-05, 0.8878629624745702, 0.01870105372063629, 3.629008040046278e-06, 0.0013216983618418597, 0.001692130945225158, 0.08543653780245594]"
409,50,200,0.05,0.1,0.2485113599873916,"[0.0, 0.005370809864209061, 0.0, 0.0, 0.0011562627142868596, 0.00018239074117979491, 1.965520120128551e-05, 5.961266619059597e-06, 0.0005705493810289813, 3.060242323057418e-05, 0.0, 0.0, 0.0007651113344040004, 1.2399640439408074e-05, 0.8841930910419983, 0.02012159485197162, 0.0008622057022107233, 0.0006970140199463309, 0.0011377042819095888, 0.08487464753536442]"
410,50,200,0.05,0.3,0.21323903042204068,"[0.00010656882595428136, 0.004172750279084363, 0.000420195674628108, 0.00016848876464403348, 0.00038185059437130596, 5.602080134244024e-06, 0.0015003469840804745, 5.648145710426389e-05, 0.22643072667528405, 0.0, 0.0, 0.00021393514828910428, 2.1296422056302306e-05, 0.0002602319836859975, 0.0018088235313385972, 0.43587449406261314, 0.00027573608551037325, 0.0008615418136557908, 0.0037498838505818895, 0.32369104576698376]"
411,50,200,0.05,0.5,0.2482206700849975,"[0.0, 6.444959836603397e-05, 0.0007558504960086533, 0.0002889510035130612, 0.0, 1.8653423460275416e-05, 0.0, 7.268419109461497e-05, 0.0, 9.801926782538028e-05, 0.002251053909173053, 0.0, 0.00014590961869275794, 0.0006938512751906205, 0.8999308659571511, 0.033659100654509715, 0.0, 0.0, 0.002239868582199476, 0.059780742022815324]"
412,50,200,0.1,0.1,0.24879969022918832,"[2.993959043319756e-05, 0.0, 0.000754231825083312, 0.0008239354585872616, 0.00020683512892421513, 0.00015480658793989667, 3.788051620871682e-05, 1.3193555003871419e-05, 0.0, 8.049569814220244e-05, 0.00016309171033214505, 0.0004108897079164461, 0.0, 7.665834859544092e-05, 0.8941799729538028, 0.02315966095416567, 0.00011903564463825562, 0.00034145674885707977, 0.0011239736869317683, 0.07832394188443777]"
413,50,200,0.1,0.3,0.2483305892446256,"[0.0003817598397580493, 0.0004217230485632244, 0.0005099627473787642, 0.00011467879050757889, 5.256249575292322e-05, 9.351030305316512e-06, 6.332765394032089e-05, 0.0002539388515419431, 0.02539392007863098, 0.0008494260697559664, 0.0003764980733410299, 0.0, 0.0, 7.966436495589454e-05, 0.8566688398217702, 0.024961339688546046, 0.00012490438181178798, 0.00011743188293350933, 0.00025156616671055925, 0.0893691050137959]"
414,50,200,0.1,0.5,0.24783469237359512,"[0.00024523216668345427, 0.0011630939405697339, 0.0, 0.0, 0.009222098116438787, 0.0, 0.00033006157090866153, 0.0, 0.005812944801765124, 3.1625274699127834e-05, 0.0, 0.0, 0.0, 6.13060036003305e-05, 0.870846244323381, 0.023197825538773618, 0.00011308584782823295, 0.0010790517743262853, 0.00011186680679976873, 0.08778556383422573]"
415,50,200,0.01,0.1,0.24453472084750624,"[0.0011467645263918617, 0.0045462416300575135, 0.00014998541636143596, 0.0013295586147082559, 0.004013995404498554, 0.00015294006885097883, 0.0005333627727017159, 0.0, 0.0035859390923558905, 0.00024322068463468498, 0.000577487333084822, 3.3873301167220535e-05, 0.0003996950549900641, 3.6932120195162794e-05, 0.9448295345941418, 0.021224797614715067, 1.1884924729260247e-05, 5.2160425163803315e-05, 0.0010601172133335582, 0.01607150920791841]"
416,50,200,0.01,0.3,0.21214622166919636,"[0.0, 0.00023999786342977731, 4.0386020731940146e-06, 0.0, 0.002116725673789439, 0.0013465726917293228, 0.0008116326977702547, 0.0018061744336480405, 0.2504535811921007, 0.001057869326409322, 0.001258251055097743, 0.0, 0.0029062139109396743, 0.0, 4.103792898604883e-05, 0.486332274099123, 6.283708483809752e-05, 0.0, 6.97334983286348e-05, 0.2514930599417367]"
417,50,200,0.01,0.5,0.248839101176952,"[0.0, 0.0, 0.0, 0.0011234471429976366, 0.0, 0.0007612449218088705, 9.55496500271961e-05, 0.0, 6.767421863925231e-05, 0.0, 0.0002187525274667385, 4.9163823359064335e-05, 0.0, 0.0, 0.8989004633030814, 0.0, 1.686168994451006e-05, 4.918571102262305e-05, 0.002000093951932631, 0.09671756305972004]"
418,50,200,0.05,0.1,0.24807054782380866,"[0.0, 0.0012176743318726355, 0.0, 0.0033290413624786695, 0.0, 0.0013641124011485454, 0.0006958506213767063, 0.00017655358206829837, 0.0005162131352709892, 0.0, 0.0006313532602427207, 7.890337054823526e-05, 0.0, 0.0, 0.9075300931034608, 0.0, 0.0, 0.0011003205806372918, 0.011783461672863949, 0.0715764225780312]"
419,50,200,0.05,0.3,0.24833802139069902,"[0.0, 0.0007473161264478704, 0.0, 0.0, 0.0001910033437520758, 0.0, 0.0, 0.0, 0.021596500248142025, 0.0, 0.0016548174312224948, 0.0, 0.00011131991147622534, 0.0, 0.8676716296504988, 0.008077389845321274, 0.000481413625634064, 0.0020247604455428015, 0.0022953041865637204, 0.09514854518539867]"
420,50,200,0.05,0.5,0.24789861517620462,"[0.0, 0.0011115948922081464, 2.139438736660069e-05, 0.004240528529274338, 0.00017199509102818963, 0.00020046140693660036, 0.0, 1.5368881645827304e-05, 0.0027169016639984043, 0.0, 5.686618167527134e-05, 6.592565578936577e-05, 5.4950414648904995e-05, 0.0, 0.8788818946433342, 0.05172347432077709, 0.0002531324428348667, 0.0, 0.006301900765545318, 0.05418361072293688]"
421,50,200,0.1,0.1,0.24827240211071347,"[5.4224705290626054e-05, 1.614449903221194e-05, 2.232695326438429e-05, 0.0010872101192256497, 5.700649948861113e-06, 0.0, 0.0003926879924722041, 0.00016728161834974822, 0.0018909718804025367, 0.0, 0.0009611050369150038, 0.000309308975088591, 0.00035051269604987706, 0.00020844129361881616, 0.8893858341295682, 0.00868862096012715, 0.00046873742934307064, 0.004641504570808299, 0.004238843300817597, 0.08711054318967727]"
422,50,200,0.1,0.3,0.2132241874104843,"[6.677095670357698e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00209609147389243, 0.0, 0.15176993034401157, 4.414233436726757e-05, 0.0017014940811209242, 0.0001536033251023579, 0.0, 0.0, 0.002582893564624111, 0.49240187970047844, 0.0, 0.0001595094256134678, 0.00015646681336586524, 0.34886721798072]"
423,50,200,0.1,0.5,0.24779348130540244,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.00030070551388907264, 0.0, 0.0006886794692438676, 0.0, 0.004207500439220369, 4.664699059951855e-05, 0.0004973611933349903, 0.0, 0.00031200524690560617, 0.9235920756061994, 0.0025536517119152547, 0.000548334460639587, 0.0, 0.0, 0.06725303936805235]"
424,50,200,0.01,0.1,0.24566953000725852,"[0.0014121581140270863, 0.015529205029605938, 0.00012816061406068375, 0.0, 0.012333276535118749, 0.0006768834425642074, 0.0, 0.0, 0.012974598654508155, 7.536378942697887e-05, 0.0008997010054104313, 0.0016300262627642315, 0.0, 0.0, 0.8729603635624674, 0.0008797266600998245, 0.0, 0.0, 0.00021346383840220833, 0.08028707249154395]"
425,50,200,0.01,0.3,0.24604321379629637,"[0.0, 0.0006600374620048989, 0.0003130222290613127, 0.0005626610693879703, 0.0019995309140243495, 0.0036107374102057497, 4.3431564000075695e-06, 0.002100296527753229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8817681169903195, 0.06298447702934362, 0.0, 0.0, 0.01120999407851109, 0.03478678313298823]"
426,50,200,0.01,0.5,0.2456510259265178,"[0.0, 0.0016906838340579953, 0.004765376264554635, 0.0, 0.0021023331990371987, 3.838005523031608e-05, 0.0, 0.0, 0.0052288983997967435, 0.0069910600838838915, 0.0017454209583899487, 0.002119388797724487, 0.0, 0.0, 0.9093468667501011, 0.0, 0.001253037974218417, 0.0, 0.0, 0.06471855368300541]"
427,50,200,0.05,0.1,0.24853614098604895,"[0.0, 0.0, 0.00038494412914916626, 0.0015737929490244463, 0.0018655430099552117, 0.0001509308436369234, 0.0001436315502883832, 0.0, 0.0, 0.0006187890820477065, 0.00020018242475757894, 4.357295355428371e-05, 9.004699620145484e-05, 0.0, 0.8892231231028936, 0.03406950540468623, 4.313750285003354e-05, 0.0, 0.0, 0.07159280005095497]"
428,50,200,0.05,0.3,0.24850368796315758,"[0.0, 0.0, 0.0, 0.0003851010293147886, 0.0, 0.0, 0.0009613956894316108, 0.0, 0.0, 0.0012886122726259732, 0.001293175096493872, 0.0001371863764719023, 0.0, 0.00010845647399097363, 0.8937844174822647, 0.0, 0.0, 0.0, 0.0014121126209494825, 0.10062954295845686]"
429,50,200,0.05,0.5,0.24914649637101494,"[5.787138162048038e-05, 0.0, 4.021530472457905e-05, 0.00014091331074923952, 4.6986770860331066e-05, 0.00028065967855985587, 5.4178285912580055e-06, 0.0, 0.0007941022616319907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.895863852156443, 0.009552879063113287, 0.0, 3.660491983373364e-05, 0.0025419366150120407, 0.09063856070886013]"
430,50,200,0.1,0.1,0.2476288470719844,"[0.0, 0.0, 0.0, 0.0038092352645947582, 0.0, 0.0006591528070101267, 0.0, 0.0, 0.002575396862299021, 0.00030320457606975484, 0.0, 0.0, 0.004757464005763118, 0.0006315534237079668, 0.8958056076126839, 0.005975195285611741, 0.0, 0.0, 0.0027271398956179335, 0.0827560502666418]"
431,50,200,0.1,0.3,0.24808864139465928,"[0.0, 0.0002680173272857657, 1.8692469774479123e-05, 0.0, 0.0, 0.0028501976169042122, 0.0014550988396328378, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00027385639507205694, 0.0, 0.879413926731391, 0.0, 0.0, 0.0, 0.0012989858846154964, 0.11442122473532441]"
432,50,200,0.1,0.5,0.24668983299740563,"[0.0, 0.0013497145479455881, 0.002574280712119353, 0.0019064139329006604, 1.8010984917858163e-05, 0.004843825721513961, 0.0, 0.0, 0.034102464519269717, 0.0, 0.004043018223618979, 0.0, 0.0, 0.0, 0.8379704702987396, 0.016754330942230587, 0.0005407847678142338, 0.0, 0.00013929954195585032, 0.09575738580697367]"
433,50,200,0.01,0.1,0.24875989390044262,"[0.0, 0.0031700800915462003, 5.254760788368302e-05, 2.02573124059596e-05, 3.827990260567193e-05, 0.0, 3.700869908592932e-05, 9.681680533785214e-06, 0.0, 0.0013423814567111556, 9.782239856597245e-05, 8.817318683829336e-08, 0.0008491125712492504, 0.0, 0.8875996082653403, 0.022810685851048493, 8.531771157547248e-05, 7.553077623999374e-05, 0.001618093343001629, 0.08219350415901953]"
434,50,200,0.01,0.3,0.2488983931783228,"[9.515122924522523e-05, 0.00016214804283230948, 1.8036483165723175e-05, 0.0021746938022781425, 9.15718514744795e-05, 2.300520328051606e-05, 3.2630145413768636e-05, 0.0, 8.625233153901196e-05, 1.620580473048675e-05, 9.028843855871921e-05, 3.9829502469231486e-05, 9.779941067101601e-06, 6.161514651758391e-05, 0.8987147592733503, 0.016090501241445593, 0.00014328180697231545, 0.0003788174433266253, 0.0005426161716402181, 0.08122881614069262]"
435,50,200,0.01,0.5,0.2487581356844301,"[7.891346516977265e-05, 0.00034394703556112354, 9.10729157053561e-05, 0.0, 0.0, 0.0, 0.0, 6.833851850601759e-05, 0.02545576313979208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8813228178550261, 0.00633380900442308, 0.0, 0.0, 0.0, 0.08630533806581642]"
436,50,200,0.05,0.1,0.24869068326607469,"[0.0, 0.0003899317012292161, 0.0003734679032058297, 0.0, 0.0, 0.0004293467206300502, 5.025459317722655e-06, 5.318237895708392e-05, 0.007627981457651891, 0.00115415563470578, 0.0, 2.3038863085029747e-05, 0.0, 0.0, 0.9009387795407495, 0.01073382623336149, 2.411807010069026e-05, 0.0009689036208782749, 0.0023323850784036163, 0.07494585733772392]"
437,50,200,0.05,0.3,0.24923665945364154,"[0.0, 0.00015844685278755793, 4.891966386709784e-06, 0.00014905376452911616, 0.0, 0.0, 3.89175826660175e-06, 0.0, 0.0003361202505228358, 0.0, 1.2023467963093265e-05, 0.0, 0.00013425834880280093, 4.755414915066688e-06, 0.8959581270270748, 0.01891138604879764, 0.0, 0.0, 0.0025118046169397765, 0.08181524048301395]"
438,50,200,0.05,0.5,0.24906305170826779,"[0.0, 8.488991740232377e-05, 0.0002017587418176778, 0.0, 3.0457799320115525e-05, 0.0, 0.00024638470808487176, 2.717494572886531e-05, 0.001011902011147698, 0.0, 3.604122366262991e-05, 0.0, 9.038356838044886e-05, 0.0, 0.8938904334721107, 0.015806256170289027, 0.0, 0.0015696023900877347, 0.0031596649571094906, 0.08384505009485842]"
439,50,200,0.1,0.1,0.2487802051958589,"[2.9725065654877952e-05, 0.00016708858368564736, 4.7016148590451275e-05, 0.0002118971247862271, 0.0, 0.0002524800157396567, 0.0007571240188260611, 0.0010245284045512777, 0.0, 0.00022599745094819212, 0.0, 0.0002430021402479676, 9.218457476886751e-06, 4.0468722199270524e-06, 0.8958860115941033, 0.01684026686601591, 0.0, 0.0, 0.00036859521011740643, 0.0839330020470361]"
440,50,200,0.1,0.3,0.24820415285044312,"[0.0, 0.005080810569126853, 0.0007185818874735516, 0.0015708301166654616, 0.0, 0.0004975073088577675, 8.238787514431189e-05, 0.0, 0.008916946336205161, 0.0007371749132929104, 0.0, 0.0004491028081555925, 0.0, 5.7781317773627813e-05, 0.8828816656747642, 0.02066646811700791, 2.430898093181963e-05, 0.0, 0.006856178541815159, 0.0714602555527856]"
441,50,200,0.1,0.5,0.21309237916993262,"[0.0, 0.0058319873514821804, 0.0, 0.0, 0.0, 0.002468393025789384, 0.0, 7.121820277088729e-05, 0.22925843126546766, 0.0021331546957621935, 2.1348806403247932e-05, 0.00021446500129478535, 0.0, 0.0002940730398019606, 0.00029980337155467864, 0.43632627240461014, 0.0002624583111270461, 0.0, 0.0, 0.32281839452393585]"
442,50,200,0.01,0.1,0.2488655450871597,"[0.0, 0.00010318918767309094, 0.0, 0.0, 4.211939780349128e-05, 0.0, 1.111078160409263e-05, 0.0, 0.0, 0.0, 0.0004292519938852684, 0.0008540953401953937, 0.0, 0.0, 0.9105037605931796, 0.006714287224726446, 0.0, 0.001079440740571444, 0.0009883870660652193, 0.079274357674296]"
443,50,200,0.01,0.3,0.24903591175448078,"[0.0, 0.001386968880951171, 0.0004336717257171069, 0.000262386072697819, 0.0, 0.0, 0.0, 0.0, 0.0011695553405390523, 0.0, 6.071160536917009e-05, 0.0, 0.00032660890952525994, 4.9961585369572644e-05, 0.8862628281265226, 0.021633066503217408, 0.0, 0.00015547529212971132, 0.0033827929530089993, 0.08487597300495203]"
444,50,200,0.01,0.5,0.24774271587842905,"[2.2343915725594724e-05, 2.9153436934872208e-05, 0.00021314054312148573, 1.2371704731167015e-05, 0.00015698569336321632, 8.110505867085205e-05, 0.0006447286920268795, 2.347175826425812e-05, 0.018243071076127427, 0.0, 0.0009481186987021531, 3.137428569879998e-05, 0.0005383354171282428, 0.0019292993215448, 0.8597033541670007, 0.025604653626917877, 0.0004559451386874881, 0.0025646746837556817, 0.006088086667956403, 0.082709786113642]"
445,50,200,0.05,0.1,0.24915050705549327,"[0.0, 6.235300588583555e-05, 0.0, 1.4362870608389599e-05, 0.0, 4.0362262134532814e-05, 5.718287656551266e-06, 0.00024451753783018347, 0.00019906891739372823, 2.2140067414873676e-05, 0.0, 3.8075764887673805e-05, 0.0, 2.6449463059728606e-06, 0.9072239623913386, 0.007499277294633547, 1.3038591417579587e-05, 8.97129889811453e-06, 0.0005756906773815417, 0.08404981608621265]"
446,50,200,0.05,0.3,0.24863469739569385,"[0.0, 1.9371998469536534e-05, 0.0004272347481849995, 6.12160515288988e-05, 0.000946553900247148, 0.0, 0.0011344332713452995, 0.00014072273057034326, 0.0, 0.0, 0.0, 1.5326799325061973e-06, 9.905035950829124e-05, 0.0, 0.910374050319657, 0.0017082954797793808, 0.0006367956321333036, 2.389265315689198e-05, 0.0014718526996727814, 0.08295499747581371]"
447,50,200,0.05,0.5,0.24916434782422162,"[0.0, 0.0, 1.990384606524789e-05, 8.27617046537272e-05, 7.588510823472818e-05, 0.00011459622624920833, 0.0, 3.451482999131287e-06, 0.0005846742936716222, 0.00014303174997671862, 0.00018694309338970123, 0.0, 2.9707712794713846e-05, 3.3916138083328624e-05, 0.8961701617774094, 0.015341620249732563, 1.7228298334397102e-05, 0.00026994303580878815, 2.2348924923962483e-05, 0.08690382635767263]"
448,50,200,0.1,0.1,0.2490811600639275,"[0.0, 0.0, 0.0001334305915830246, 7.382779566767976e-05, 1.58704281407811e-05, 2.989239369898496e-05, 0.0, 0.0, 0.0006836663443658788, 0.0008005782522018583, 3.177390023923543e-05, 0.0, 3.827455566279919e-05, 1.1467650257555994e-05, 0.8772628982313314, 0.029333385610825085, 7.661280565468482e-05, 0.00012269403484435135, 0.005347795650592037, 0.08603783175493447]"
449,50,200,0.1,0.3,0.24896009397059582,"[0.0, 0.0, 0.0002446508775636056, 0.0, 6.832519565579957e-05, 0.00017238751626738716, 0.0, 0.00012228588555942527, 0.0, 6.602516107598817e-05, 0.0005435358940653227, 0.0, 0.0006927873552325747, 0.00012187682091148462, 0.8909661774541728, 0.0175360258144325, 8.356069003949307e-05, 1.3850335179982485e-05, 0.0006055374306154185, 0.08876297356922819]"
