combination_number,pop_size,gen_count,initial_mutation_rate,alpha,sharpe_ratio,best_portfolio_weights
90,50,200,0.1,1.0,0.18568094452325595,"[0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.25]"
91,100,50,0.01,0.1,0.1925188946298322,"[0.0, 0.0, 0.0, 0.0, 0.016250892941465082, 0.0, 0.1911915454091933, 0.0, 0.2641858538831139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2641858538831139, 0.0, 0.0, 0.0, 0.2641858538831139]"
92,100,50,0.01,0.3,0.20358945061239545,"[0.0, 0.15622813026425192, 0.07964313473456627, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3820643675005909, 0.3820643675005909, 0.0, 0.0, 0.0, 0.0]"
93,100,50,0.01,0.5,0.19124788039563193,"[0.0, 0.018860308856424854, 0.0, 0.1505935786146736, 0.07757821945553357, 0.0, 0.0, 0.0, 0.1505935786146736, 0.0, 0.1505935786146736, 0.0, 0.0, 0.0, 0.1505935786146736, 0.1505935786146736, 0.0, 0.0, 0.0, 0.1505935786146736]"
94,100,50,0.01,0.8,0.19717837615457795,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24794405586041113, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24794405586041113, 0.24794405586041113, 0.0, 0.0, 0.008223776558355617, 0.24794405586041113]"
95,100,50,0.01,1.0,0.19564775105683682,"[0.0, 0.23499047043270466, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03538267171264906, 0.0, 0.18795343444638002, 0.0, 0.0, 0.0, 0.12609672902777305, 0.06776662758793321, 0.0, 0.0, 0.07724590864833054, 0.27056415814422946]"
96,100,50,0.05,0.1,0.1956408659279541,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07480187762757814, 0.0, 0.2152914282958917, 0.0, 0.0, 0.0, 0.2152914282958917, 0.0640324091888551, 0.0, 0.2152914282958917, 0.0, 0.2152914282958917]"
97,100,50,0.05,0.3,0.1980951665927899,"[0.0, 0.0, 0.13170203101684624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34433894754818595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17198561272478627, 0.0, 0.007634461161995628, 0.0, 0.0, 0.34433894754818595]"
98,100,50,0.05,0.5,0.19841630735951726,"[0.0, 0.0, 0.0, 0.0, 0.13351505810263573, 0.013222952142706797, 0.0, 0.0, 0.0, 0.0, 0.014141372568056136, 0.0, 0.008166081619287327, 0.05265080386637857, 0.13449341998867365, 0.30867675175797604, 0.0, 0.03689923169492879, 0.0, 0.298234328259357]"
99,100,50,0.05,0.8,0.19455142761348684,"[0.0, 0.15142424619509773, 0.0, 0.0, 0.10229525148588514, 0.0, 0.0, 0.0, 0.15142424619509773, 0.0, 0.08597837568526716, 0.0, 0.054605141853359185, 0.0, 0.15142424619509773, 0.15142424619509773, 0.0, 0.0, 0.0, 0.15142424619509773]"
100,100,50,0.05,1.0,0.1834488569462829,"[0.0, 0.1800079530879968, 0.0, 0.0, 0.19965871572683486, 0.0, 0.0616235279464868, 0.0, 0.11350376086383283, 0.0, 0.04588861092117911, 0.0, 0.0, 0.0, 0.19965871572683486, 0.0, 0.0, 0.0, 0.0, 0.19965871572683486]"
101,100,50,0.1,0.1,0.1960882805736872,"[0.0, 0.18595521873124674, 0.09922686965691671, 0.0, 0.0, 0.0, 0.0354267489621853, 0.0, 0.23445764665256602, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.280259197925975, 0.0, 0.0, 0.0, 0.16467431807111024]"
102,100,50,0.1,0.3,0.19623076506770792,"[0.0, 0.13997906729683152, 0.0, 0.0, 0.0, 0.0, 0.019777492353322726, 0.0, 0.13997906729683152, 0.0, 0.13997906729683152, 0.0, 0.01879526406319, 0.0, 0.13997906729683152, 0.13997906729683152, 0.0, 0.12155283980249823, 0.0, 0.13997906729683152]"
103,100,50,0.1,0.5,0.1901539748852869,"[0.0, 0.0, 0.0, 0.0, 0.0324106956188951, 0.0, 0.0, 0.007557082322069309, 0.1114928331498021, 0.012339753718647782, 0.03596137043123095, 0.0, 0.0, 0.0, 0.21744478597963549, 0.14715214985974115, 0.015626965555239944, 0.06499119019126837, 0.1840020656987453, 0.17102110747472463]"
104,100,50,0.1,0.8,0.20918272483284078,"[0.0, 0.0, 0.0, 0.04911916208881688, 0.0, 0.0, 0.03482247773720821, 0.0, 0.30953588210139676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29698659597118143, 0.0, 0.0, 0.0, 0.0, 0.30953588210139676]"
105,100,50,0.1,1.0,0.18456040560803347,"[0.0, 0.15533994487751632, 0.03774589363864311, 0.0407250477509, 0.0, 0.0, 0.015054927482950167, 0.04767079333730319, 0.0, 0.0, 0.0, 0.10334106419783617, 0.0, 0.0, 0.156632659151053, 0.2208282973294413, 0.0, 0.011228709068875966, 0.0, 0.2114326631654808]"
106,100,100,0.01,0.1,0.19288600939335684,"[0.0, 0.20232681707228406, 0.0, 0.20232681707228406, 0.0, 0.0, 0.0, 0.0, 0.19069273171086387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20232681707228406, 0.0, 0.0, 0.0, 0.0, 0.20232681707228406]"
107,100,100,0.01,0.3,0.20696726419238348,"[0.0, 0.041743506955840885, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1633026440563885, 0.0, 0.1929885594167006, 0.0, 0.0, 0.022999611320968307, 0.1929885594167006, 0.1929885594167006, 0.0, 0.0, 0.0, 0.1929885594167006]"
108,100,100,0.01,0.5,0.1934474900468952,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018461044096462195, 0.0, 0.2595674728912274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2595674728912274, 0.0, 0.0, 0.20283653722985567, 0.2595674728912274]"
109,100,100,0.01,0.8,0.19383990977591808,"[0.0, 0.0, 0.0678808223518359, 0.0, 0.0, 0.0, 0.0, 0.039447841830375814, 0.0, 0.0, 0.2629022865588157, 0.0, 0.0, 0.0, 0.2629022865588157, 0.185051233903175, 0.0, 0.04041452696470242, 0.0, 0.1414010018322794]"
110,100,100,0.01,1.0,0.19247299481528238,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40345256837602694, 0.0, 0.0, 0.0, 0.0, 0.40345256837602694, 0.0, 0.0, 0.0, 0.19309486324794609]"
111,100,100,0.05,0.1,0.19553167750797806,"[0.0, 0.0, 0.0, 0.0, 0.07889310743371276, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22173633535073628, 0.22173633535073628, 0.0, 0.034161551163342116, 0.22173633535073628, 0.22173633535073628]"
112,100,100,0.05,0.3,0.19668034004309168,"[0.0, 0.0, 0.029933878210619238, 0.07018955772602488, 0.03442720430918964, 0.0, 0.0, 0.0, 0.17001973575979148, 0.0, 0.0, 0.04377242503208429, 0.0, 0.01381341263800348, 0.19700725336690875, 0.1931940803602398, 0.03571537671241671, 0.011248036816537868, 0.0, 0.2006790390681839]"
113,100,100,0.05,0.5,0.19318290500475707,"[0.0, 0.15509534980564135, 0.0, 0.03400500140460114, 0.02629264715056808, 0.0, 0.0, 0.0, 0.23287017658823003, 0.0, 0.020001568479947995, 0.0, 0.0, 0.06599490339455144, 0.0, 0.23287017658823003, 0.0, 0.0, 0.0, 0.23287017658823003]"
114,100,100,0.05,0.8,0.21708622475565792,"[0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.25]"
115,100,100,0.05,1.0,0.19029195171376842,"[0.0, 0.0, 0.0, 0.0, 0.16406570151713537, 0.0, 0.0, 0.0, 0.19763259978342518, 0.0, 0.19763259978342518, 0.007272295819008567, 0.0, 0.0, 0.038131603530155295, 0.19763259978342518, 0.0, 0.0, 0.0, 0.19763259978342518]"
116,100,100,0.1,0.1,0.19839267360661347,"[0.0, 0.18770857547000158, 0.07499232529670351, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16118610375288134, 0.0, 0.01886556659935264, 0.0, 0.18770857547000158, 0.14924545347971352, 0.0, 0.0, 0.032584824461344246, 0.18770857547000158]"
117,100,100,0.1,0.3,0.18940075705655363,"[0.0038283058116014104, 0.12435167427842984, 0.0, 0.033217244601220816, 0.04563262527350015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06563303867291513, 0.003942059444105455, 0.15180450349014227, 0.16608295945740145, 0.0, 0.1042312003063457, 0.08616820119399236, 0.2151081874703454]"
118,100,100,0.1,0.5,0.19519318742855887,"[0.0, 0.14285714285714285, 0.0, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0, 0.14285714285714285, 0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.0, 0.14285714285714285]"
119,100,100,0.1,0.8,0.20173946225809355,"[0.0, 0.0, 0.0, 0.0, 0.036128013423200954, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038742962128190235, 0.0, 0.34944930546336433, 0.0, 0.0, 0.0, 0.5756797189852444]"
120,100,100,0.1,1.0,0.21198924435607314,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29163905988332245, 0.0, 0.061680817737713445, 0.0, 0.0, 0.0, 0.2147106346345815, 0.07417953712475771, 0.0, 0.0, 0.0, 0.3577899506196248]"
121,100,200,0.01,0.1,0.20343432070821027,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35557046107196366, 0.0, 0.0, 0.0, 0.35557046107196366, 0.03710244704999062, 0.0, 0.0, 0.0, 0.251756630806082]"
122,100,200,0.01,0.3,0.19183476932030702,"[0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333]"
123,100,200,0.01,0.5,0.20474246484895697,"[0.0, 0.14312463923622032, 0.0, 0.1713750721527559, 0.0, 0.0, 0.0, 0.0, 0.1713750721527559, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1713750721527559, 0.1713750721527559, 0.0, 0.0, 0.0, 0.1713750721527559]"
124,100,200,0.01,0.8,0.21013369027970993,"[0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.25]"
125,100,200,0.01,1.0,0.24377072013211895,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
126,100,200,0.05,0.1,0.20751736728798786,"[0.0, 0.0, 0.0, 0.21996501186454068, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5419368845075776, 0.23809810362788164, 0.0, 0.0, 0.0, 0.0]"
127,100,200,0.05,0.3,0.19656184745396513,"[0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0, 0.16666666666666666]"
128,100,200,0.05,0.5,0.1997571734427199,"[0.0, 0.2324221901163293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2324221901163293, 0.0, 0.0, 0.0, 0.2324221901163293, 0.2324221901163293, 0.0, 0.0, 0.0, 0.0703112395346828]"
129,100,200,0.05,0.8,0.21314543707209455,"[0.0, 0.0, 0.0, 0.1972954706435742, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2675681764521419, 0.2675681764521419, 0.0, 0.0, 0.0, 0.2675681764521419]"
130,100,200,0.05,1.0,0.2210688164428899,"[0.0, 0.0, 0.0, 0.07038669002329614, 0.0, 0.0, 0.01342951716932049, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3053945976024611, 0.3053945976024611, 0.0, 0.0, 0.0, 0.3053945976024611]"
131,100,200,0.1,0.1,0.22440348397241217,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.25]"
132,100,200,0.1,0.3,0.19483379613457574,"[0.0, 0.15145318300461397, 0.2471510676453957, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002340196895779412, 0.0, 0.2471510676453957, 0.10254970125965705, 0.0022037159037624618, 0.0, 0.0, 0.2471510676453957]"
133,100,200,0.1,0.5,0.19505279389566815,"[0.0, 0.19388036097528943, 0.0, 0.0, 0.1724700404240934, 0.0, 0.01338485969235164, 0.0, 0.19388036097528943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0386236559823972, 0.19388036097528943, 0.0, 0.0, 0.0, 0.19388036097528943]"
134,100,200,0.1,0.8,0.20767985685796073,"[0.0, 0.1767401108385494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1767401108385494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1767401108385494, 0.1767401108385494, 0.0, 0.0, 0.11629944580725295, 0.1767401108385494]"
135,100,200,0.1,1.0,0.2098697324379467,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16534199006745673, 0.0, 0.19474686654569298, 0.0, 0.0, 0.0, 0.19474686654569298, 0.19474686654569298, 0.0, 0.05567054374977129, 0.0, 0.19474686654569298]"
