mu,lambda,generations,mutation_rate,Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6,Asset_7,Asset_8,Asset_9,Asset_10,Asset_11,Asset_12,Asset_13,Asset_14,Asset_15,Asset_16,Asset_17,Asset_18,Asset_19,Asset_20
20,100,50,0.05,0.0,0.0024645212713731595,0.0,0.18851033982070825,0.0,0.06285551716741769,0.0,0.014015492602009657,0.0,0.0,0.0,0.0,0.0,0.04232523154435141,0.5226843318621622,0.0,0.0,0.1671445657319777,0.0,0.0
20,100,50,0.1,0.0,0.0,0.0,0.2248024379797369,0.046808870250326755,0.06032902236741571,0.0,0.0,0.09870416940728471,0.0,0.02987993755768284,0.0,0.0,0.0,0.45566581369996406,0.002672104787984567,0.0,0.08113764394960449,0.0,0.0
20,100,100,0.01,0.00033750470502145997,0.0,0.0,0.3346493309613748,0.0057420896865983725,0.010491467473641755,0.0,0.0028952611824452886,0.1020956455673315,0.0,0.0,0.008182628437066831,0.0,0.0,0.4188059442612859,0.005436951972921199,0.0,0.10759055551307643,0.002244217787919978,0.0015284024513165329
20,100,100,0.05,0.0,0.0,0.01061018810318201,0.36970155181076486,0.0038499908469648036,0.010303340962479075,0.008550605707796114,0.0,0.01927073438092076,0.0,0.0,0.0,0.0,0.0,0.47928682161882014,0.0,0.0,0.0984267665690723,0.0,0.0
20,100,100,0.1,0.0,0.029138168339356525,0.0,0.32840510827871133,0.0,0.015118971344579268,0.0,0.0,0.0,0.0,0.06096841069247299,0.01462961790450376,0.0,0.03294495717372076,0.41021382973737536,0.0,0.0,0.10858093652927998,0.0,0.0
20,100,200,0.01,0.0,0.0,0.0,0.3085257640477572,0.0,0.016571067709175685,0.005602315703039427,0.0,0.05615333317371172,0.00027949280444103245,0.008387949038236262,0.0,0.0,0.0,0.44276529658577046,0.00027850719834603333,0.0,0.1545046830264092,0.0027234781637623523,0.004208112549350685
20,100,200,0.05,0.0,0.0,0.0,0.22794690437828152,0.0,0.047984250751129595,0.02094470383432353,0.0,0.0,0.0,0.0,0.015239345829909209,0.0,0.0,0.5451882741312625,0.00046328900552910243,0.00040511175498941874,0.13845683286407928,0.0017047140767278057,0.0016665733737681117
20,100,200,0.1,0.0,0.0,0.021288851889279214,0.29985036244113017,0.0,0.0,0.0,0.0,0.1355279790251805,0.0,0.02154571252498417,0.03925431196746019,0.0,0.0,0.39900154106903446,0.0,0.0,0.08353124108293132,0.0,0.0
20,200,50,0.01,0.0,0.0,0.02766783977792665,0.3510408067461975,0.0,0.038574051547583865,0.0024809699908251337,0.009874754090709906,0.09234090462684688,0.0,0.00899771534557269,0.0048109552290105835,0.0,0.00478898722029278,0.3531197562076224,0.0008153711571540326,0.0,0.09745884164668159,0.008029046413576012,0.0
20,200,50,0.05,0.0,0.0,0.0,0.2269484250313582,0.0,0.028070812609461038,0.0,0.006825191051758212,0.08104765185089556,0.0,0.0,0.0,0.0,0.0,0.49859913345637175,0.03242126512756922,0.0,0.12608752087258604,0.0,0.0
20,200,50,0.1,0.0,0.0,0.0,0.3258687978003744,0.0,0.0,0.0,0.033499777688884215,0.11861730772012608,0.0,0.0025254424910474624,0.0,0.0,0.024801368455951364,0.46529961341681586,0.0,0.0,0.02938769242680061,0.0,0.0
20,200,100,0.01,0.0,0.009351593783102284,0.01009616508536285,0.3355135724935521,0.0034432654254370177,0.013967134536507653,0.0,0.000825517468289166,0.07056922851967863,0.0,0.0,0.004774191662670398,0.0,0.0,0.43568255566044506,0.004095775171385365,0.0,0.11168100019356947,0.0,0.0
20,200,100,0.05,0.0,0.008718566909102544,0.0,0.2577840708782567,0.0,0.0,0.0,0.0,0.008184134691812372,0.0,0.04277873077348342,0.03047831753602795,0.0,0.0,0.5915097382423927,0.0,0.0,0.060546440968924274,0.0,0.0
20,200,100,0.1,0.0,0.0,0.0,0.14315141911981152,0.0,0.0,0.0,0.022868841843226656,0.03391208729831662,0.0,0.0,0.0,0.0,0.00019641742885107065,0.5348324413655885,0.0,0.0,0.26503879294420574,0.0,0.0
20,200,200,0.01,0.0,0.0,0.0,0.3015238775701247,0.0,0.012418508943983398,0.0,0.0,0.015505025724493256,0.0,0.0,0.0,0.0,0.0,0.5388109875983258,0.0,0.0,0.12974425088262234,0.0019973492804504114,0.0
20,200,200,0.05,0.0,0.0,0.0,0.3300868829167885,0.0,0.012355930235507883,0.0,0.0,0.06164859682479185,0.0,0.0,0.0,0.0,0.0,0.46521944758417627,0.0,0.0,0.13068914243873547,0.0,0.0
20,200,200,0.1,0.0,0.0,0.0,0.30023943893637095,0.0,0.0,0.01828416254299292,0.0,0.0,0.0,0.0,0.004046188376966075,0.0,0.0,0.543037555882993,0.0,0.0,0.13430546418632308,0.0,8.719007435409516e-05
50,10,50,0.01,0.0,0.014160921746952887,0.0012311458778845917,0.14004863453134367,0.02500881341229539,0.0,0.0066373812915357525,0.06277155817366094,0.0881032108594859,0.07742095380145046,0.08266864739616588,0.09124580566176023,0.0,0.07806719230735276,0.04841428080429496,0.03393565388709691,0.013647103264593792,0.153767788929246,0.03552833126867028,0.047342576786209435
50,10,50,0.05,0.032133414941744695,0.1812940152593793,0.0,0.2358311642664165,0.0,0.0,0.04137581203872281,0.09016139781985427,0.019033548596557943,0.019866208709589054,0.1442504096851263,0.034885981951851205,0.0006704474516985521,0.0,0.154872098477085,0.0,0.0,0.014663879450722197,0.030961621351252175,0.0
50,10,50,0.1,0.01237880336777005,0.040929693738516515,0.07040739917251505,0.19228587592703647,0.11022001018401628,0.009576052624126972,0.0,0.0,0.044879113373667325,0.010060155980494263,0.025356916636496172,0.05957178238577715,0.0,0.0,0.3772323431175255,0.04520187736658032,0.0,0.0018999761254780716,0.0,0.0
50,10,100,0.01,0.011027459237063655,0.07623449153699592,0.04010572429086173,0.12833442285744479,0.04685747376156859,0.0814672196081633,0.0,0.00011598289971882996,0.15235494083872997,0.011507817589653899,0.016785382440575456,0.08595351775450906,0.0,0.010317203803272034,0.13762786484776193,0.021109927897324163,0.0,0.1584352877067992,0.006983429558391047,0.014781853371166487
50,10,100,0.05,0.0,0.04640545376647484,0.04157451981632937,0.2976176831685435,0.03123448909640239,0.032093811727387456,0.043611522279138684,0.012728869989315456,0.08719820816848627,0.030207747946016654,0.0,0.08827017261739319,0.0,0.0,0.19295327311933883,0.03813297937141025,0.0,0.05232117338531418,0.005650095548448963,0.0
50,10,100,0.1,0.011879510669408662,0.109770204829568,0.0,0.14348952647553706,0.005833759803209277,0.047320957885049836,0.0,0.0,0.06046543770656413,0.0,0.042538195903968644,0.14769584555139512,0.0,0.0,0.20953326668151395,0.10730800214132992,0.0,0.11416529235245532,0.0,0.0
50,10,200,0.01,0.0,0.016654262489465617,0.030924620699003338,0.21448752901598336,0.0597105934402301,0.006492102309365811,0.04917764723795696,0.0,0.11978126116218589,0.007000265844459491,0.07302318117269675,0.04460283089658274,0.0,0.01826770604404949,0.1971381494195044,0.021516785096315754,0.002448907089270195,0.1318927510680596,0.0,0.006881407014870497
50,10,200,0.05,0.0,0.0,0.10385157049260628,0.21423105527582165,0.0,0.07000650630118017,0.0,0.0,0.09369694178605552,0.024001939042987135,0.11969196977677878,0.0,0.0055772467990793835,0.0,0.23282442324055627,0.0,0.0,0.1332533275348574,0.0028650197500773166,0.0
50,10,200,0.1,0.042686206636540346,0.07575285825098432,0.0,0.2488454177739173,0.010580353049853178,0.018774829057080146,0.0,0.0059249081644342,0.09760519319213705,0.0,0.1363307807004763,0.0,0.0,0.0,0.19311022008545495,0.0,0.0,0.17038923308912216,0.0,0.0
50,100,50,0.01,0.0015146335078639734,0.08887551630252293,0.0005539043825099243,0.19662778989972995,0.01584207167828889,0.035979130844884855,0.00013494253189545244,0.0,0.13181444298039152,0.0,0.045900981822452475,0.025215809406495867,0.0,0.009927505008590144,0.233674748950639,0.0,0.0,0.2124484770626495,0.0014900456210855712,0.0
50,100,50,0.05,0.0,0.013293796673645188,0.0,0.1572117778035351,0.0,0.10629144776018791,0.0,0.0,0.040527077678392316,0.0,0.0,0.04348909369083826,0.0,0.015390532190521168,0.6237962742028801,0.0,0.0,0.0,0.0,0.0
50,100,50,0.1,0.0,0.0,0.051529766526969584,0.3671559367382586,0.009915851023222424,0.045000197954859475,0.0,0.0,0.0,0.0,0.0,0.053543078561936165,0.0,0.0,0.4284433921351825,0.04441177705957123,0.0,0.0,0.0,0.0
50,100,100,0.01,0.0,0.0,0.0021591188240525708,0.30089957859964783,0.0011074000759687293,0.0404543737711987,0.0067481213486926825,0.0,0.0448110225180959,0.0,0.01483267036651834,0.005525986769683561,0.0,0.0,0.3920673510338037,0.014252380490894154,0.0,0.17714199620144386,0.0,0.0
50,100,100,0.05,0.01618963974128813,0.0,0.0,0.31880517539067427,0.004542262655326696,0.03240417437844675,0.0,0.0,0.0,0.0,0.0,0.009337093448884148,0.0,0.004790146629572241,0.5327363797451906,0.0,0.0056418663248719554,0.061318783572320026,0.01423447811342517,0.0
50,100,100,0.1,0.0,0.0,0.0,0.1937120185418963,0.0,0.06200773957939575,0.0035552059605970204,0.0,0.032418638233459085,0.0,0.07624153501928055,0.022076417666383328,0.0,0.0,0.3881153941575868,0.0,0.0,0.22187305084140113,0.0,0.0
50,100,200,0.01,0.0,0.0030251915840057387,0.0,0.33868307370832823,0.0,0.003566647720297374,0.0,0.00047933675621763833,0.044093687757027517,0.0009297775884624589,0.005822526358279359,0.0,0.0,0.0,0.5059096130802972,0.0,0.0,0.09749014544708448,0.0,0.0
50,100,200,0.05,0.0,0.0,0.0,0.31740658105026454,0.020717687561428375,0.03034434899851898,0.006961674629664655,0.0,0.017749016019781242,0.0,0.030528723699298866,0.008123515790298243,0.0,0.0,0.4799161970156982,0.0,0.0,0.07286946669561042,0.015382788539436547,0.0
50,100,200,0.1,0.0,0.015353717130725152,0.0,0.3048026145791476,0.0,0.05335397824239972,0.0,0.050607915580320566,0.0,0.0,0.0,0.020628656372116513,0.0,0.0,0.4386846691123607,0.0,0.0,0.11656844898292981,0.0,0.0
50,200,50,0.01,0.0,0.0,0.0,0.23503610363928346,0.026257744693616247,0.018641928345625374,0.0,0.0,0.16498670165562476,0.008503157430882393,0.0019739496319335463,0.017243655374203717,0.0,0.006856739550243392,0.38769622354784056,0.0,0.0009252243520340566,0.1282108375979259,0.0036677341807865946,0.0
50,200,50,0.05,0.0,0.05503947541099855,0.0,0.26918122862987776,0.001692839848774894,0.0,0.0021467348553449446,0.013889975399143595,0.0444785991030099,0.010023128281431848,0.0,0.0,0.0,0.0,0.385480614167932,0.0,0.0,0.19058033343060227,0.02748707087288424,0.0
50,200,50,0.1,0.0,0.04082064718737774,0.0,0.2882730046582908,0.0,0.0,0.0,0.0,0.18341058386308207,0.0,0.03776631921469757,0.018216857217337394,0.011147718419469347,0.0,0.3449186975793352,0.0,0.0,0.0754461718604099,0.0,0.0
50,200,100,0.01,0.0,0.006099090928415916,0.0,0.31847880559469854,0.004863020956828788,0.034571054285755055,0.0017415344949828178,0.0010316577343168292,0.02561201688458694,0.0,0.0,0.0,0.0,0.01098922343445055,0.47976831415875115,0.0,0.0,0.11684528152721346,0.0,0.0
50,200,100,0.05,0.0,0.0095681105229101,0.0,0.28058475109274034,0.0,0.0,0.0,0.0004355362957859453,0.06840932813823111,0.0,0.015153518895940375,0.0,0.0,0.0,0.4872025893801301,0.0,0.0,0.1386461656742621,0.0,0.0
50,200,100,0.1,0.0,0.043001343516145464,0.0,0.27457171249032447,0.0,0.0,0.0,0.0,0.04498374215442851,0.0,0.0,0.0,0.0,0.0,0.32737705980559945,0.0,0.0,0.30624945399871517,0.003816688034786855,0.0
50,200,200,0.01,0.0009996892064979485,0.0,0.0,0.27721899307693987,0.00046347790796160863,0.044400794963280095,0.0,0.0015579666658484918,0.07234893968413235,0.0,0.0,0.0,0.0,0.0,0.4905714217421935,0.0,0.0,0.10445614703976018,0.007982569713385979,0.0
50,200,200,0.05,0.0,0.0,0.0,0.2786263136913014,0.0,0.018437944779449964,0.0,0.02106585950294555,0.07087589337347598,0.0,0.0,0.0,0.0,0.0,0.506047115717858,0.0,0.0,0.10494687293496908,0.0,0.0
50,200,200,0.1,0.0,0.0,0.0,0.317037146415852,0.0,0.030854742958987397,0.0,0.0,0.04207943709997616,0.012211217251528688,0.020235136994036187,0.0,0.0,0.0009646588817917722,0.4684615194794584,0.0,0.0,0.10815614091836942,0.0,0.0
100,10,50,0.01,0.03454443539477672,0.003996737331107037,0.13967634814848004,0.059960299133975416,0.019465339109104248,0.01565028940792096,0.04492411129513063,0.1180042306300798,0.07975550169275118,0.1261998318724364,0.0,0.0022221353833831066,0.0,0.008618776582866798,0.11763586287591062,0.12785779405128897,0.0,0.09481391903425644,0.006674388056531514,0.0
100,10,50,0.05,0.0,0.06029888831386627,0.02127553763007313,0.12087200789343669,0.07193658176704629,0.05143985883480471,0.025333651406203098,0.0534913798243854,0.11597890239829321,0.05346428314945541,0.0,0.1571377277474355,0.0,0.05055209337952803,0.07811872643579475,0.0,0.0,0.14010036121967742,0.0,0.0
100,10,50,0.1,0.0,0.08001751870973844,0.0,0.03806213197761737,0.019597721310757505,0.0,0.11391484767117899,0.05029827458955993,0.07021340797391275,0.009676049763306873,0.012258994742995034,0.18291805658225793,0.0,0.0,0.15664796500708908,0.08409146623940139,0.0,0.1585193023974691,0.02378426303471552,0.0
100,10,100,0.01,0.05232930178171122,0.018783409287271582,0.04199243237980638,0.14040817231531297,0.07768950841258326,0.08135633010486192,0.05301506249338155,0.0029396227122801344,0.038825887870073565,0.00308103503487227,0.026357053222199472,0.12066677680937751,0.0,0.03829375851627083,0.16069461450614955,0.03719876542415301,0.0,0.07006979514042945,0.00313875037948351,0.03315972360978173
100,10,100,0.05,0.036991537500212446,0.056735987138899026,0.0,0.2519877596647021,0.059783089626213336,0.010986690200450806,0.0,0.0,0.07959087994922827,0.05327135840341185,0.10381178675321003,0.09860960112516766,0.016281897466789687,0.012000157710280965,0.15576773270053298,0.005796838008560954,0.0017512124374099985,0.05663347131493002,0.0,0.0
100,10,100,0.1,0.0,0.0,0.13493175261077273,0.1605043406735704,0.08578383052205671,0.07480185320230032,0.0,0.0,0.0,0.0,0.24805927151500723,0.15069104900881758,0.0,0.0,0.14522790246747505,0.0,0.0,0.0,0.0,0.0
100,10,200,0.01,0.00022107490016281837,0.0,0.0993620573654344,0.1779096038081753,0.004738747969052654,0.11357236476721788,0.0,0.10917188974226016,0.13824396872548472,0.019801069195882752,0.03930368062129895,0.037437529619108706,0.0,0.004824557918057707,0.08611664098200711,0.03240362526629378,0.00023697277847315964,0.12822659986013088,0.0,0.008429616480959037
100,10,200,0.05,0.003909316071398391,0.0,0.06140491125861258,0.18957174180289627,0.0,0.1036835954814282,0.0,0.013159612823303505,0.049835023813777746,0.03752942480081572,0.11827732146452827,0.0,2.1165877724564953e-05,0.007924178716559555,0.19749650810499622,0.0,0.0,0.21718719978395906,0.0,0.0
100,10,200,0.1,0.010461843788767,0.0,0.0,0.17357325885739744,0.019690987630481258,0.07872775805544108,0.0,0.0,0.1109686225598004,0.0294530488221391,0.0,0.03939014956733477,0.0,0.001463435934263486,0.21369250345662494,0.0,0.000774673470781967,0.27038186456067237,0.02811475491697205,0.02330709837932434
100,100,50,0.01,0.0,0.079580051601397,0.025448671491243396,0.22127005374196312,0.010910846148370535,0.003767408846857309,0.002966907579050326,0.011148369921238941,0.09590338626764978,0.009849064914467852,0.15809902652810245,0.002682708887621126,0.0,0.027218920079217734,0.24769024712490176,0.002576495496205494,0.0,0.10088784137171315,0.0,0.0
100,100,50,0.05,0.0,0.007012871407633731,0.14084402691843056,0.3215292819060767,0.011260109583413044,0.0,0.009983593232273073,0.0,0.10753438797868446,0.001505930418950184,0.0,0.00013242454878082272,0.0,0.0,0.2057778691254924,0.0,0.0,0.1944195048802649,0.0,0.0
100,100,50,0.1,0.0,0.0,0.0,0.34549055359496794,0.0,0.016445667765806988,0.002067901370750654,0.0,0.19335092130496564,0.04234252317626354,0.08559508826994075,0.06229080908485891,0.0,0.0,0.18815290500906623,0.02979007454305632,0.0,0.034473555880323095,0.0,0.0
100,100,100,0.01,0.0,0.0,0.011388859467523256,0.2985241767600047,0.018290702147471284,0.050088529169856726,0.014590549918101827,0.0,0.0901468581385625,0.0,0.046861953174814966,0.01037571055600635,0.00045342537698137876,0.0,0.2935215572573021,0.010480701188650129,0.0,0.15147939032775304,0.003797586516971924,0.0
100,100,100,0.05,0.0,0.0,0.0,0.19785805592468145,0.008992830399193285,0.09009426115389732,0.0,0.018320432501168785,0.01707967556540715,0.004802616718384645,0.0,0.06467741900434137,0.0,0.0,0.5180579929794572,0.0,0.0,0.08011671575346868,0.0,0.0
100,100,100,0.1,0.0,0.0,0.10107788469770568,0.421497582170154,0.0,0.04077937165884197,0.0,0.0,0.16642244358855765,0.0,0.0,0.0,0.0,0.0012810347229243338,0.18265512076955254,0.011560941767205504,0.0,0.0667993502238079,0.007926270401250518,0.0
100,100,200,0.01,0.0,0.005180471907463242,0.01179999390624891,0.3103999657898938,0.0,0.007894255573531496,0.0,0.0,0.06881714501121336,0.0,0.02426168991843328,0.0,0.0,0.0,0.43897599340526794,0.0,0.0,0.13267048448794788,0.0,0.0
100,100,200,0.05,0.0,0.0,0.0,0.3086491070939607,0.0,0.034123206434001435,0.0007051207941072807,0.04313140359197642,0.01004903684090899,0.019069111236844582,0.0,0.0,0.0,0.0,0.4981836608115077,0.0025348239102396994,0.0,0.08355452928645322,0.0,0.0
100,100,200,0.1,0.0,0.028472707148156987,0.04405458718658584,0.15869138643300137,0.0,0.08039375872122125,0.0,0.0,0.0252421373820042,0.0,0.0,0.024591754105257362,0.0,0.013359208850868194,0.49828452500591114,0.0,0.0,0.1269099351669937,0.0,0.0
100,200,50,0.01,0.0,0.054048800447684626,0.014771432624910884,0.31323871206488774,0.0,0.027161132244180763,0.0,0.0,0.04234622023820877,0.0,0.1215807494668288,0.062362222792332785,0.0,0.0,0.23773734260519971,0.00501284414967753,0.0,0.12174054336608846,0.0,0.0
100,200,50,0.05,0.0,0.06012013530846158,0.0,0.29452208585677336,0.0,0.04529563772209086,0.0,0.017762933461090345,0.01247275668056623,0.007390820486549466,0.016230978774942218,0.0,0.0,0.0,0.4695414799008066,0.0,0.010453303484060417,0.028305457072506354,0.03790441125215281,0.0
100,200,50,0.1,0.0,0.0,0.09010088620177674,0.2637497478064467,0.0,0.020197441862603246,0.0,0.07026725296770302,0.044497016667405624,0.0,0.05596449066395536,0.0,0.0,0.0,0.32193544311121003,0.0,0.0,0.09736016589327233,0.035927554825626914,0.0
100,200,100,0.01,0.0,0.003958286694881411,0.0033734624522220365,0.3483762715488878,0.0,0.01794410477642007,0.0016963330333828108,0.006572006822587694,0.023481076431176456,0.0,0.04365684606465259,0.0,0.0,0.0,0.40399948955511994,0.006779849905777191,0.0,0.1353395612384396,0.004822711476452446,0.0
100,200,100,0.05,0.0,0.0,0.0,0.3055752631248453,0.0,0.06847682110580006,0.0,0.0,0.0,0.0,0.0,0.010808198295550851,0.0,0.0,0.4579298432492696,0.0,0.0,0.11457256530340602,0.04263730892112807,0.0
100,200,100,0.1,0.0,0.0,0.025626750895321307,0.3764991844433225,0.0765003638598607,0.015785418639306104,0.0,0.00204261202905868,0.06416880567345207,0.01131103610272687,0.0,0.009307730207313658,0.0,0.004441079564929049,0.37289904210564484,0.01881718605074384,0.0,0.022600790428320253,0.0,0.0
100,200,200,0.01,0.0,0.0,0.0,0.29735368432776405,0.0,0.01779357456977171,0.0,0.0,0.008800364007487826,0.0,0.016391896227628516,0.009921610721808801,0.0,0.0,0.513544045948148,0.0,0.0,0.13118415413936974,0.005010670058021293,0.0
100,200,200,0.05,0.0,0.0,0.0,0.24907813858075215,0.0,0.08325086671943893,0.0,0.0,0.01256200618132274,0.0,0.0,0.0,0.0,0.006854224568311445,0.5763721607670255,0.0,0.0,0.06712794680025375,0.0,0.004754656382895637
100,200,200,0.1,0.0,0.0,0.0,0.34984467680393644,0.0,0.0,0.0,0.0,0.04525712291757442,0.0,0.05910333614359469,0.0,0.0,0.0,0.30260850089706964,0.0,0.0,0.24318636323782478,0.0,0.0
