AAL,AAPL,AMZN,AT&T,BAC,BBD,BCS,DIS,EVA,Ford,GOOGL,INTC,MARA,META,MSFT,NVDA,RIG,Samsung,SWN,TSLA
0.0,0.0,0.0,0.0002940089160241627,0.0,0.000643896986805463,0.0,0.0,0.0,0.00222554835906127,0.0,0.0,0.0,0.0,0.8757542694153745,0.032217389339036125,0.0,0.00013633459505313334,0.0029497748194210077,0.08577877756922432
